Gene_combination	cell_line	condition	Class_label_sum	Correlation_dep	Class_label_dep	Label_Agreement	Correlation_corr	Class_label_corr	Class_label_exp
CCT3_CCT5	Meljuso	2CP sel	lol	0.0972691280663747	no GI	Disagree	0.4898899781211356	no GI	no GI
CCT3_CCT5	Meljuso	2CP sel	lol	0.0972691280663747	no GI	Disagree	0.4898899781211356	no GI	no GI
CCT3_CCT7	Meljuso	2CP sel	GI	0.0361536449698827	no GI	Disagree	0.6160197386953707	GI	no GI
CCT3_CCT7	Meljuso	2CP sel	GI	0.0361536449698827	no GI	Disagree	0.6160197386953707	GI	no GI
CCT3_TCP1	Meljuso	2CP sel	lol	0.2373943807911768	GI	Disagree	0.5287153051348579	no GI	no GI
CCT3_TCP1	Meljuso	2CP sel	lol	0.2373943807911768	GI	Disagree	0.5287153051348579	no GI	no GI
CCT4_CCT5	Meljuso	2CP sel	lol	0.0873872110329811	no GI	Disagree	0.5308497653569657	no GI	no GI
CCT4_CCT5	Meljuso	2CP sel	lol	0.0873872110329811	no GI	Disagree	0.5308497653569657	no GI	no GI
CCT4_CCT7	Meljuso	2CP sel	GI	0.0577574602258075	no GI	Disagree	0.7963910159874865	GI	no GI
CCT4_CCT7	Meljuso	2CP sel	GI	0.0577574602258075	no GI	Disagree	0.7963910159874865	GI	no GI
CCT4_TCP1	Meljuso	2CP sel	lol	0.3339297092494517	GI	Disagree	0.5797174999650276	no GI	no GI
CCT4_TCP1	Meljuso	2CP sel	lol	0.3339297092494517	GI	Disagree	0.5797174999650276	no GI	no GI
CCT5_TCP1	Meljuso	2CP sel	lol	0.1794935220709869	no GI	Disagree	0.509930996517004	no GI	no GI
CCT5_TCP1	Meljuso	2CP sel	lol	0.1794935220709869	no GI	Disagree	0.509930996517004	no GI	no GI
CCT7_TCP1	Meljuso	2CP sel	GI	0.1181121348190923	no GI	Disagree	0.564040447833367	no GI	no GI
CCT7_TCP1	Meljuso	2CP sel	GI	0.1181121348190923	no GI	Disagree	0.564040447833367	no GI	no GI
CD2AP_SH3KBP1	Meljuso	2CP sel	no GI	0.0654714656573414	no GI	Agree	0.0752120835174588	no GI	GI
CD2AP_SH3KBP1	Meljuso	2CP sel	no GI	0.0654714656573414	no GI	Agree	0.0752120835174588	no GI	GI
CD63_TSPAN3	Meljuso	2CP sel	no GI	0.0853451858351429	no GI	Agree	0.4508432248693228	no GI	no GI
CD63_TSPAN3	Meljuso	2CP sel	no GI	0.0853451858351429	no GI	Agree	0.4508432248693228	no GI	no GI
CD81_CD9	Meljuso	2CP sel	no GI	-0.1000154563776662	no GI	Agree	0.1103598015750222	no GI	GI
CD81_CD9	Meljuso	2CP sel	no GI	-0.1000154563776662	no GI	Agree	0.1103598015750222	no GI	GI
CDC20_FZR1	Meljuso	2CP sel	GI	-0.0375083079201146	no GI	Disagree	0.3284242472075829	no GI	no GI
CDC20_FZR1	Meljuso	2CP sel	GI	-0.0375083079201146	no GI	Disagree	0.3284242472075829	no GI	no GI
CDC25A_CDC25B	Meljuso	2CP sel	no GI	-0.046417288990661	no GI	Agree	0.2008946949161454	no GI	no GI
CDC25A_CDC25B	Meljuso	2CP sel	no GI	-0.046417288990661	no GI	Agree	0.2008946949161454	no GI	no GI
CDC25A_CDC25C	Meljuso	2CP sel	no GI	-0.0205717798596176	no GI	Agree	0.4360131024640928	no GI	no GI
CDC25A_CDC25C	Meljuso	2CP sel	no GI	-0.0205717798596176	no GI	Agree	0.4360131024640928	no GI	no GI
CDC25B_CDC25C	Meljuso	2CP sel	no GI	0.0292295313265349	no GI	Agree	0.3891597368646451	no GI	no GI
CDC25B_CDC25C	Meljuso	2CP sel	no GI	0.0292295313265349	no GI	Agree	0.3891597368646451	no GI	no GI
CDC37_CDC37L1	Meljuso	2CP sel	no GI	0.002523205246103	no GI	Agree	0.1034530388968185	no GI	GI
CDC37_CDC37L1	Meljuso	2CP sel	no GI	0.002523205246103	no GI	Agree	0.1034530388968185	no GI	GI
CDC42BPA_CDC42BPB	Meljuso	2CP sel	no GI	0.0837929501758554	no GI	Agree	0.7001815347078946	GI	GI
CDC42BPA_CDC42BPB	Meljuso	2CP sel	no GI	0.0837929501758554	no GI	Agree	0.7001815347078946	GI	GI
CDC42EP2_CDC42EP3	Meljuso	2CP sel	no GI	-0.0649668239965659	no GI	Agree	0.2979489446007236	no GI	no GI
CDC42EP2_CDC42EP3	Meljuso	2CP sel	no GI	-0.0649668239965659	no GI	Agree	0.2979489446007236	no GI	no GI
CDC42SE1_CDC42SE2	Meljuso	2CP sel	GI	0.0064679022071232	no GI	Disagree	0.155982550912394	no GI	no GI
CDC42SE1_CDC42SE2	Meljuso	2CP sel	GI	0.0064679022071232	no GI	Disagree	0.155982550912394	no GI	no GI
CDC42_RHOG	Meljuso	2CP sel	no GI	0.1174553249078522	no GI	Agree	0.2032263170047796	no GI	no GI
CDC42_RHOG	Meljuso	2CP sel	no GI	0.1174553249078522	no GI	Agree	0.2032263170047796	no GI	no GI
CDC42_RHOQ	Meljuso	2CP sel	no GI	0.0846686790706274	no GI	Agree	0.1441103872203063	no GI	no GI
CDC42_RHOQ	Meljuso	2CP sel	no GI	0.0846686790706274	no GI	Agree	0.1441103872203063	no GI	no GI
CDCA7_CDCA7L	Meljuso	2CP sel	no GI	-0.0162325877954426	no GI	Agree	0.2721712140442305	no GI	no GI
CDCA7_CDCA7L	Meljuso	2CP sel	no GI	-0.0162325877954426	no GI	Agree	0.2721712140442305	no GI	no GI
CDH1_CDH2	Meljuso	2CP sel	GI	-0.0884090199160966	no GI	Disagree	-0.266704573226232	no GI	no GI
CDH1_CDH2	Meljuso	2CP sel	GI	-0.0884090199160966	no GI	Disagree	-0.266704573226232	no GI	no GI
CDH1_CDH3	Meljuso	2CP sel	GI	0.0779896079741785	no GI	Disagree	0.7926814960739305	GI	no GI
CDH1_CDH3	Meljuso	2CP sel	GI	0.0779896079741785	no GI	Disagree	0.7926814960739305	GI	no GI
CDH2_CDH24	Meljuso	2CP sel	no GI	-0.0386842886440082	no GI	Agree	0.2757536888714738	no GI	no GI
CDH2_CDH24	Meljuso	2CP sel	no GI	-0.0386842886440082	no GI	Agree	0.2757536888714738	no GI	no GI
CDH2_CDH3	Meljuso	2CP sel	no GI	-0.0213422151764872	no GI	Agree	-0.2456176153621767	no GI	no GI
CDH2_CDH3	Meljuso	2CP sel	no GI	-0.0213422151764872	no GI	Agree	-0.2456176153621767	no GI	no GI
CDIP1_LITAF	Meljuso	2CP sel	no GI	-0.0264181602638646	no GI	Agree	-0.0289467570660421	no GI	GI
CDIP1_LITAF	Meljuso	2CP sel	no GI	-0.0264181602638646	no GI	Agree	-0.0289467570660421	no GI	GI
CDK10_CDK20	Meljuso	2CP sel	no GI	-0.0715806206392827	no GI	Agree	0.141338067293989	no GI	no GI
CDK10_CDK20	Meljuso	2CP sel	no GI	-0.0715806206392827	no GI	Agree	0.141338067293989	no GI	no GI
CDK10_CDK5	Meljuso	2CP sel	no GI	0.0831847566270819	no GI	Agree	-0.0010552050368379	no GI	no GI
CDK10_CDK5	Meljuso	2CP sel	no GI	0.0831847566270819	no GI	Agree	-0.0010552050368379	no GI	no GI
CDK10_CDK7	Meljuso	2CP sel	no GI	-0.030377672056719	no GI	Agree	0.0032607186779661	no GI	no GI
CDK10_CDK7	Meljuso	2CP sel	no GI	-0.030377672056719	no GI	Agree	0.0032607186779661	no GI	no GI
CDK10_CDK9	Meljuso	2CP sel	no GI	-0.0380139325441733	no GI	Agree	0.2773399286810528	no GI	no GI
CDK10_CDK9	Meljuso	2CP sel	no GI	-0.0380139325441733	no GI	Agree	0.2773399286810528	no GI	no GI
CDK10_CDKL1	Meljuso	2CP sel	no GI	-0.0185428076052384	no GI	Agree	0.2005952275607561	no GI	no GI
CDK10_CDKL1	Meljuso	2CP sel	no GI	-0.0185428076052384	no GI	Agree	0.2005952275607561	no GI	no GI
CDK11A_CDK11B	Meljuso	2CP sel	GI			Disagree	0.6492093345353567	GI	GI
CDK11A_CDK11B	Meljuso	2CP sel	GI			Disagree	0.6492093345353567	GI	GI
CDK12_CDK13	Meljuso	2CP sel	GI	-0.0356370194637706	no GI	Disagree	0.4982445350839207	no GI	no GI
CDK12_CDK13	Meljuso	2CP sel	GI	-0.0356370194637706	no GI	Disagree	0.4982445350839207	no GI	no GI
CDK14_CDK5	Meljuso	2CP sel	no GI	-0.1565468355884086	no GI	Agree	0.1465196043309102	no GI	GI
CDK14_CDK5	Meljuso	2CP sel	no GI	-0.1565468355884086	no GI	Agree	0.1465196043309102	no GI	GI
CDK14_CDK7	Meljuso	2CP sel	no GI	0.1009504122581205	no GI	Agree	0.006508792009341	no GI	no GI
CDK14_CDK7	Meljuso	2CP sel	no GI	0.1009504122581205	no GI	Agree	0.006508792009341	no GI	no GI
CDK16_CDK17	Meljuso	2CP sel	no GI	0.0477686232306839	no GI	Agree	0.1252991013239215	no GI	GI
CDK16_CDK17	Meljuso	2CP sel	no GI	0.0477686232306839	no GI	Agree	0.1252991013239215	no GI	GI
CDK16_CDK18	Meljuso	2CP sel	GI	0.065189760892832	no GI	Disagree	0.1353088290315491	no GI	GI
CDK16_CDK18	Meljuso	2CP sel	GI	0.065189760892832	no GI	Disagree	0.1353088290315491	no GI	GI
CDK17_CDK18	Meljuso	2CP sel	GI	-0.0704322277239179	no GI	Disagree	-0.1690240217926098	no GI	GI
CDK17_CDK18	Meljuso	2CP sel	GI	-0.0704322277239179	no GI	Disagree	-0.1690240217926098	no GI	GI
CDK19_CDK8	Meljuso	2CP sel	no GI	-0.13561206259986	no GI	Agree	0.2227662112028174	no GI	no GI
CDK19_CDK8	Meljuso	2CP sel	no GI	-0.13561206259986	no GI	Agree	0.2227662112028174	no GI	no GI
CDK1_CDK2	Meljuso	2CP sel	no GI	0.0180220210589184	no GI	Agree	0.4781978042592201	no GI	no GI
CDK1_CDK2	Meljuso	2CP sel	no GI	0.0180220210589184	no GI	Agree	0.4781978042592201	no GI	no GI
CDK1_CDK3	Meljuso	2CP sel	no GI	-0.0225184386768713	no GI	Agree	0.1510478047483816	no GI	no GI
CDK1_CDK3	Meljuso	2CP sel	no GI	-0.0225184386768713	no GI	Agree	0.1510478047483816	no GI	no GI
CDK1_CDK5	Meljuso	2CP sel	no GI	0.0242157798321105	no GI	Agree	0.155912777305552	no GI	no GI
CDK1_CDK5	Meljuso	2CP sel	no GI	0.0242157798321105	no GI	Agree	0.155912777305552	no GI	no GI
CDK20_CDK5	Meljuso	2CP sel	no GI	-0.0685743074300774	no GI	Agree	0.336015137748183	no GI	GI
CDK20_CDK5	Meljuso	2CP sel	no GI	-0.0685743074300774	no GI	Agree	0.336015137748183	no GI	GI
CDK20_CDK7	Meljuso	2CP sel	no GI	0.1214099733302195	no GI	Agree	0.1422153657062533	no GI	GI
CDK20_CDK7	Meljuso	2CP sel	no GI	0.1214099733302195	no GI	Agree	0.1422153657062533	no GI	GI
CDK20_CDK9	Meljuso	2CP sel	no GI	0.0571919462030567	no GI	Agree	0.0840049190314007	no GI	no GI
CDK20_CDK9	Meljuso	2CP sel	no GI	0.0571919462030567	no GI	Agree	0.0840049190314007	no GI	no GI
CDK20_CDKL1	Meljuso	2CP sel	no GI	-0.0583477350867856	no GI	Agree	0.0110637465943964	no GI	no GI
CDK20_CDKL1	Meljuso	2CP sel	no GI	-0.0583477350867856	no GI	Agree	0.0110637465943964	no GI	no GI
CDK2AP1_CDK2AP2	Meljuso	2CP sel	no GI	-0.0325776150944706	no GI	Agree	-0.0794310502517499	no GI	no GI
CDK2AP1_CDK2AP2	Meljuso	2CP sel	no GI	-0.0325776150944706	no GI	Agree	-0.0794310502517499	no GI	no GI
CDK2_CDK3	Meljuso	2CP sel	no GI	0.0022495938286492	no GI	Agree	0.0637112100480124	no GI	no GI
CDK2_CDK3	Meljuso	2CP sel	no GI	0.0022495938286492	no GI	Agree	0.0637112100480124	no GI	no GI
CDK2_CDK5	Meljuso	2CP sel	no GI	-0.0406345656429968	no GI	Agree	0.3166381384836082	no GI	no GI
CDK2_CDK5	Meljuso	2CP sel	no GI	-0.0406345656429968	no GI	Agree	0.3166381384836082	no GI	no GI
CDK3_CDK5	Meljuso	2CP sel	no GI	0.0790464737880716	no GI	Agree	-0.0069977536532495	no GI	GI
CDK3_CDK5	Meljuso	2CP sel	no GI	0.0790464737880716	no GI	Agree	-0.0069977536532495	no GI	GI
CDK4_CDK6	Meljuso	2CP sel	no GI	-0.2023267726126846	GI	Disagree	0.0563821040043652	no GI	no GI
CDK4_CDK6	Meljuso	2CP sel	no GI	-0.2023267726126846	GI	Disagree	0.0563821040043652	no GI	no GI
CDK5_CDK7	Meljuso	2CP sel	no GI	-0.0405953867813906	no GI	Agree	-0.0108251597521655	no GI	no GI
CDK5_CDK7	Meljuso	2CP sel	no GI	-0.0405953867813906	no GI	Agree	-0.0108251597521655	no GI	no GI
CDK7_CDK9	Meljuso	2CP sel	GI	0.1588745997980063	no GI	Disagree	0.0424387837234665	no GI	no GI
CDK7_CDK9	Meljuso	2CP sel	GI	0.1588745997980063	no GI	Disagree	0.0424387837234665	no GI	no GI
CDK7_CDKL1	Meljuso	2CP sel	no GI	0.0240406415556414	no GI	Agree	0.0676299349693869	no GI	no GI
CDK7_CDKL1	Meljuso	2CP sel	no GI	0.0240406415556414	no GI	Agree	0.0676299349693869	no GI	no GI
CDKN2A_CDKN2B	Meljuso	2CP sel	no GI	0.2571228229848473	GI	Disagree	0.684723833529427	GI	no GI
CDKN2A_CDKN2B	Meljuso	2CP sel	no GI	0.2571228229848473	GI	Disagree	0.684723833529427	GI	no GI
CDKN2C_CDKN2D	Meljuso	2CP sel	no GI	0.0501985328541457	no GI	Agree	0.4569853853342778	no GI	no GI
CDKN2C_CDKN2D	Meljuso	2CP sel	no GI	0.0501985328541457	no GI	Agree	0.4569853853342778	no GI	no GI
CDR2_CDR2L	Meljuso	2CP sel	no GI	-0.0439464000707198	no GI	Agree	0.2239018207684833	no GI	GI
CDR2_CDR2L	Meljuso	2CP sel	no GI	-0.0439464000707198	no GI	Agree	0.2239018207684833	no GI	GI
CEBPB_CEBPD	Meljuso	2CP sel	no GI	0.1602098952654065	no GI	Agree	0.4302211921605005	no GI	GI
CEBPB_CEBPD	Meljuso	2CP sel	no GI	0.1602098952654065	no GI	Agree	0.4302211921605005	no GI	GI
CELSR1_CELSR2	Meljuso	2CP sel	no GI	0.0885967420121637	no GI	Agree	0.3598691635360844	no GI	no GI
CELSR1_CELSR2	Meljuso	2CP sel	no GI	0.0885967420121637	no GI	Agree	0.3598691635360844	no GI	no GI
CELSR1_CELSR3	Meljuso	2CP sel	no GI	0.0873955620530114	no GI	Agree	-0.0458455317668612	no GI	no GI
CELSR1_CELSR3	Meljuso	2CP sel	no GI	0.0873955620530114	no GI	Agree	-0.0458455317668612	no GI	no GI
CELSR2_CELSR3	Meljuso	2CP sel	no GI	0.0924783821229627	no GI	Agree	0.1035444418979051	no GI	no GI
CELSR2_CELSR3	Meljuso	2CP sel	no GI	0.0924783821229627	no GI	Agree	0.1035444418979051	no GI	no GI
CENPA_H3-3A	Meljuso	2CP sel	GI	-0.0461348097807422	no GI	Disagree	0.2862750071086676	no GI	no GI
CENPA_H3-3A	Meljuso	2CP sel	GI	-0.0461348097807422	no GI	Disagree	0.2862750071086676	no GI	no GI
CENPA_H3-3B	Meljuso	2CP sel	GI	-0.0882519313971841	no GI	Disagree	0.2945118459011163	no GI	no GI
CENPA_H3-3B	Meljuso	2CP sel	GI	-0.0882519313971841	no GI	Disagree	0.2945118459011163	no GI	no GI
CEP135_TSGA10	Meljuso	2CP sel	no GI	0.0883303016295977	no GI	Agree	0.1997605830742134	no GI	no GI
CEP135_TSGA10	Meljuso	2CP sel	no GI	0.0883303016295977	no GI	Agree	0.1997605830742134	no GI	no GI
CEP170_CEP170B	Meljuso	2CP sel	no GI	0.0437570652413477	no GI	Agree	-0.2051586712184007	no GI	no GI
CEP170_CEP170B	Meljuso	2CP sel	no GI	0.0437570652413477	no GI	Agree	-0.2051586712184007	no GI	no GI
CEP57_CEP57L1	Meljuso	2CP sel	no GI	0.0233593779492259	no GI	Agree	0.4048679928884676	no GI	no GI
CEP57_CEP57L1	Meljuso	2CP sel	no GI	0.0233593779492259	no GI	Agree	0.4048679928884676	no GI	no GI
CEPT1_CHPT1	Meljuso	2CP sel	GI	0.0056770961923328	no GI	Disagree	-0.0341110185096354	no GI	no GI
CEPT1_CHPT1	Meljuso	2CP sel	GI	0.0056770961923328	no GI	Disagree	-0.0341110185096354	no GI	no GI
CERCAM_COLGALT1	Meljuso	2CP sel	no GI	-0.0471870947858419	no GI	Agree	0.469779614090394	no GI	no GI
CERCAM_COLGALT1	Meljuso	2CP sel	no GI	-0.0471870947858419	no GI	Agree	0.469779614090394	no GI	no GI
CERS2_CERS4	Meljuso	2CP sel	no GI	0.0481462339953374	no GI	Agree	-0.0742896387813908	no GI	no GI
CERS2_CERS4	Meljuso	2CP sel	no GI	0.0481462339953374	no GI	Agree	-0.0742896387813908	no GI	no GI
CERS5_CERS6	Meljuso	2CP sel	no GI	-0.0041577547752351	no GI	Agree	-0.0768954559211801	no GI	no GI
CERS5_CERS6	Meljuso	2CP sel	no GI	-0.0041577547752351	no GI	Agree	-0.0768954559211801	no GI	no GI
CETN2_CETN3	Meljuso	2CP sel	no GI	0.1209402945490944	no GI	Agree	0.1827447415007085	no GI	no GI
CETN2_CETN3	Meljuso	2CP sel	no GI	0.1209402945490944	no GI	Agree	0.1827447415007085	no GI	no GI
CFL1_CFL2	Meljuso	2CP sel	no GI	-0.086694043412119	no GI	Agree	0.4140924381314552	no GI	GI
CFL1_CFL2	Meljuso	2CP sel	no GI	-0.086694043412119	no GI	Agree	0.4140924381314552	no GI	GI
CFL1_DSTN	Meljuso	2CP sel	GI	0.059404861457724	no GI	Disagree	0.3789961648145203	no GI	no GI
CFL1_DSTN	Meljuso	2CP sel	GI	0.059404861457724	no GI	Disagree	0.3789961648145203	no GI	no GI
CFL2_DSTN	Meljuso	2CP sel	no GI	-0.0029337960370262	no GI	Agree	0.5359051134888116	no GI	GI
CFL2_DSTN	Meljuso	2CP sel	no GI	-0.0029337960370262	no GI	Agree	0.5359051134888116	no GI	GI
CHAC1_CHAC2	Meljuso	2CP sel	no GI	0.0341083973064381	no GI	Agree	-0.0659718296869492	no GI	no GI
CHAC1_CHAC2	Meljuso	2CP sel	no GI	0.0341083973064381	no GI	Agree	-0.0659718296869492	no GI	no GI
CHCHD10_CHCHD2	Meljuso	2CP sel	no GI	0.0059829776800519	no GI	Agree	0.063486646229954	no GI	GI
CHCHD10_CHCHD2	Meljuso	2CP sel	no GI	0.0059829776800519	no GI	Agree	0.063486646229954	no GI	GI
CHCHD3_CHCHD6	Meljuso	2CP sel	no GI	0.0998910940079215	no GI	Agree	0.28631941550182	no GI	no GI
CHCHD3_CHCHD6	Meljuso	2CP sel	no GI	0.0998910940079215	no GI	Agree	0.28631941550182	no GI	no GI
CHD1_CHD2	Meljuso	2CP sel	GI	0.1210659822779667	no GI	Disagree	0.2881679148677478	no GI	no GI
CHD1_CHD2	Meljuso	2CP sel	GI	0.1210659822779667	no GI	Disagree	0.2881679148677478	no GI	no GI
CHD3_CHD4	Meljuso	2CP sel	no GI	0.0553708603503984	no GI	Agree	0.230891046716868	no GI	no GI
CHD3_CHD4	Meljuso	2CP sel	no GI	0.0553708603503984	no GI	Agree	0.230891046716868	no GI	no GI
CHD6_CHD7	Meljuso	2CP sel	no GI	-0.0122586452320678	no GI	Agree	0.327466514972623	no GI	no GI
CHD6_CHD7	Meljuso	2CP sel	no GI	-0.0122586452320678	no GI	Agree	0.327466514972623	no GI	no GI
CHD6_CHD8	Meljuso	2CP sel	no GI	-0.0305957279879441	no GI	Agree	0.44371773867874	no GI	no GI
CHD6_CHD8	Meljuso	2CP sel	no GI	-0.0305957279879441	no GI	Agree	0.44371773867874	no GI	no GI
CHD6_CHD9	Meljuso	2CP sel	no GI	0.041824941521147	no GI	Agree	0.354391385851775	no GI	no GI
CHD6_CHD9	Meljuso	2CP sel	no GI	0.041824941521147	no GI	Agree	0.354391385851775	no GI	no GI
CHD7_CHD8	Meljuso	2CP sel	no GI	0.0371623064560014	no GI	Agree	0.2781110339044537	no GI	GI
CHD7_CHD8	Meljuso	2CP sel	no GI	0.0371623064560014	no GI	Agree	0.2781110339044537	no GI	GI
CHD7_CHD9	Meljuso	2CP sel	no GI	0.0686956566121017	no GI	Agree	0.1832186068866858	no GI	no GI
CHD7_CHD9	Meljuso	2CP sel	no GI	0.0686956566121017	no GI	Agree	0.1832186068866858	no GI	no GI
CHD8_CHD9	Meljuso	2CP sel	GI	-0.00937230801302	no GI	Disagree	0.3155464929862955	no GI	no GI
CHD8_CHD9	Meljuso	2CP sel	GI	-0.00937230801302	no GI	Disagree	0.3155464929862955	no GI	no GI
CHKA_CHKB	Meljuso	2CP sel	no GI	-0.0145622949506307	no GI	Agree	0.1732854302246847	no GI	no GI
CHKA_CHKB	Meljuso	2CP sel	no GI	-0.0145622949506307	no GI	Agree	0.1732854302246847	no GI	no GI
CHMP1A_CHMP1B	Meljuso	2CP sel	no GI	0.0369476597209465	no GI	Agree	0.2205963121927276	no GI	no GI
CHMP1A_CHMP1B	Meljuso	2CP sel	no GI	0.0369476597209465	no GI	Agree	0.2205963121927276	no GI	no GI
CHMP2A_CHMP2B	Meljuso	2CP sel	no GI	0.023407079587051	no GI	Agree	0.1374006924603228	no GI	no GI
CHMP2A_CHMP2B	Meljuso	2CP sel	no GI	0.023407079587051	no GI	Agree	0.1374006924603228	no GI	no GI
CHMP4A_CHMP4B	Meljuso	2CP sel	no GI	0.0036564561528774	no GI	Agree	0.1650671859448104	no GI	GI
CHMP4A_CHMP4B	Meljuso	2CP sel	no GI	0.0036564561528774	no GI	Agree	0.1650671859448104	no GI	GI
CHMP4A_CHMP4C	Meljuso	2CP sel	no GI	0.0774749746510201	no GI	Agree	0.0906371150564419	no GI	no GI
CHMP4A_CHMP4C	Meljuso	2CP sel	no GI	0.0774749746510201	no GI	Agree	0.0906371150564419	no GI	no GI
CHMP4B_CHMP4C	Meljuso	2CP sel	no GI	0.0730321511077685	no GI	Agree	0.3572313629255647	no GI	no GI
CHMP4B_CHMP4C	Meljuso	2CP sel	no GI	0.0730321511077685	no GI	Agree	0.3572313629255647	no GI	no GI
CHM_CHML	Meljuso	2CP sel	GI	0.1279326370946994	no GI	Disagree	0.2864601064268651	no GI	no GI
CHM_CHML	Meljuso	2CP sel	GI	0.1279326370946994	no GI	Disagree	0.2864601064268651	no GI	no GI
CHP1_PPP3R1	Meljuso	2CP sel	no GI	-0.0297923336838979	no GI	Agree	0.1775031312221566	no GI	no GI
CHP1_PPP3R1	Meljuso	2CP sel	no GI	-0.0297923336838979	no GI	Agree	0.1775031312221566	no GI	no GI
CHP1_TESC	Meljuso	2CP sel	no GI	-0.0094073437165668	no GI	Agree	0.0437107035518445	no GI	no GI
CHP1_TESC	Meljuso	2CP sel	no GI	-0.0094073437165668	no GI	Agree	0.0437107035518445	no GI	no GI
CHPF_CHPF2	Meljuso	2CP sel	no GI	0.0434392604567295	no GI	Agree	0.5237344692446656	no GI	no GI
CHPF_CHPF2	Meljuso	2CP sel	no GI	0.0434392604567295	no GI	Agree	0.5237344692446656	no GI	no GI
CHRNA5_CHRNB1	Meljuso	2CP sel	no GI	-0.0610468380457541	no GI	Agree	0.0082569214027471	no GI	no GI
CHRNA5_CHRNB1	Meljuso	2CP sel	no GI	-0.0610468380457541	no GI	Agree	0.0082569214027471	no GI	no GI
CHST11_CHST12	Meljuso	2CP sel	no GI	0.1424370246807422	no GI	Agree	0.2204676637019066	no GI	no GI
CHST11_CHST12	Meljuso	2CP sel	no GI	0.1424370246807422	no GI	Agree	0.2204676637019066	no GI	no GI
CHST11_CHST14	Meljuso	2CP sel	no GI	0.1015650065453319	no GI	Agree	0.2575787203194236	no GI	no GI
CHST11_CHST14	Meljuso	2CP sel	no GI	0.1015650065453319	no GI	Agree	0.2575787203194236	no GI	no GI
CHUK_IKBKB	Meljuso	2CP sel	no GI	0.5322256292996237	GI	Disagree	0.114366905567266	no GI	GI
CHUK_IKBKB	Meljuso	2CP sel	no GI	0.5322256292996237	GI	Disagree	0.114366905567266	no GI	GI
CIB1_CIB2	Meljuso	2CP sel	no GI	-0.0704577373833711	no GI	Agree	-0.1792097530582813	no GI	no GI
CIB1_CIB2	Meljuso	2CP sel	no GI	-0.0704577373833711	no GI	Agree	-0.1792097530582813	no GI	no GI
CIRBP_RBM3	Meljuso	2CP sel	no GI	0.1275648448981857	no GI	Agree	0.2709865306893756	no GI	no GI
CIRBP_RBM3	Meljuso	2CP sel	no GI	0.1275648448981857	no GI	Agree	0.2709865306893756	no GI	no GI
CISD1_CISD2	Meljuso	2CP sel	GI	0.0727651390200293	no GI	Disagree	0.3436543289618133	no GI	GI
CISD1_CISD2	Meljuso	2CP sel	GI	0.0727651390200293	no GI	Disagree	0.3436543289618133	no GI	GI
CKS1B_CKS2	Meljuso	2CP sel	GI	0.1236523001097058	no GI	Disagree	0.5691446687005612	no GI	GI
CKS1B_CKS2	Meljuso	2CP sel	GI	0.1236523001097058	no GI	Disagree	0.5691446687005612	no GI	GI
CLASP1_CLASP2	Meljuso	2CP sel	GI	0.6349534075270737	GI	Agree	0.5094403634202835	no GI	no GI
CLASP1_CLASP2	Meljuso	2CP sel	GI	0.6349534075270737	GI	Agree	0.5094403634202835	no GI	no GI
CLCN3_CLCN5	Meljuso	2CP sel	no GI	-0.0463317894830357	no GI	Agree	0.3305255052619852	no GI	GI
CLCN3_CLCN5	Meljuso	2CP sel	no GI	-0.0463317894830357	no GI	Agree	0.3305255052619852	no GI	GI
CLCN6_CLCN7	Meljuso	2CP sel	no GI	0.033487813755946	no GI	Agree	0.3327967445510012	no GI	no GI
CLCN6_CLCN7	Meljuso	2CP sel	no GI	0.033487813755946	no GI	Agree	0.3327967445510012	no GI	no GI
CLDN1_CLDN3	Meljuso	2CP sel	GI	0.0943248281095496	no GI	Disagree	0.2848840325790432	no GI	no GI
CLDN1_CLDN3	Meljuso	2CP sel	GI	0.0943248281095496	no GI	Disagree	0.2848840325790432	no GI	no GI
CLDN1_CLDN7	Meljuso	2CP sel	no GI	-0.0010334776911331	no GI	Agree	0.4518353472947926	no GI	no GI
CLDN1_CLDN7	Meljuso	2CP sel	no GI	-0.0010334776911331	no GI	Agree	0.4518353472947926	no GI	no GI
CLDN3_CLDN4	Meljuso	2CP sel	GI	0.3705300655059984	GI	Agree	0.7138400927641194	GI	no GI
CLDN3_CLDN4	Meljuso	2CP sel	GI	0.3705300655059984	GI	Agree	0.7138400927641194	GI	no GI
CLIC1_CLIC4	Meljuso	2CP sel	no GI	0.0222569702654326	no GI	Agree	0.1582371950313914	no GI	no GI
CLIC1_CLIC4	Meljuso	2CP sel	no GI	0.0222569702654326	no GI	Agree	0.1582371950313914	no GI	no GI
CLIP1_CLIP2	Meljuso	2CP sel	no GI	0.1026523858888304	no GI	Agree	0.2707348325471137	no GI	no GI
CLIP1_CLIP2	Meljuso	2CP sel	no GI	0.1026523858888304	no GI	Agree	0.2707348325471137	no GI	no GI
CLIP3_CLIP4	Meljuso	2CP sel	no GI	0.1085627005073338	no GI	Agree	0.1820741953205744	no GI	no GI
CLIP3_CLIP4	Meljuso	2CP sel	no GI	0.1085627005073338	no GI	Agree	0.1820741953205744	no GI	no GI
CLK1_CLK4	Meljuso	2CP sel	no GI	0.0747298033417288	no GI	Agree	0.5429900676367301	no GI	no GI
CLK1_CLK4	Meljuso	2CP sel	no GI	0.0747298033417288	no GI	Agree	0.5429900676367301	no GI	no GI
