Gene_combination	cell_line	condition	Class_label_sum	Correlation_dep	Class_label_dep	Label_Agreement	Correlation_corr	Class_label_corr	Class_label_exp
AAK1_BMP2K	A375	2CP	no GI	-0.013799487419403	no GI	Agree	0.1596153337872827	no GI	no GI
AAK1_BMP2K	A375	2CP	no GI	-0.013799487419403	no GI	Agree	0.1596153337872827	no GI	no GI
AARS1_AARS2	A375	2CP	lol	0.0024420211547469	no GI	Disagree	0.1328205389314787	no GI	no GI
AARS1_AARS2	A375	2CP	lol	0.0024420211547469	no GI	Disagree	0.1328205389314787	no GI	no GI
ABCA2_ABCA3	A375	2CP	no GI	0.0587243057076175	no GI	Agree	0.326935014438544	no GI	no GI
ABCA2_ABCA3	A375	2CP	no GI	0.0587243057076175	no GI	Agree	0.326935014438544	no GI	no GI
ABCA2_ABCA7	A375	2CP	no GI	0.1301269460891406	no GI	Agree	0.0861742234144808	no GI	no GI
ABCA2_ABCA7	A375	2CP	no GI	0.1301269460891406	no GI	Agree	0.0861742234144808	no GI	no GI
ABCA3_ABCA7	A375	2CP	no GI	0.083512469898663	no GI	Agree	0.0633699937697848	no GI	no GI
ABCA3_ABCA7	A375	2CP	no GI	0.083512469898663	no GI	Agree	0.0633699937697848	no GI	no GI
ABCB10_ABCB8	A375	2CP	no GI	0.1176546418480111	no GI	Agree	0.1157270689050882	no GI	no GI
ABCB10_ABCB8	A375	2CP	no GI	0.1176546418480111	no GI	Agree	0.1157270689050882	no GI	no GI
ABCB10_ABCB9	A375	2CP	no GI	-0.0008114058644085	no GI	Agree	-0.0013497781203372	no GI	no GI
ABCB10_ABCB9	A375	2CP	no GI	-0.0008114058644085	no GI	Agree	-0.0013497781203372	no GI	no GI
ABCB10_TAP2	A375	2CP	no GI	0.0319443206664684	no GI	Agree	-0.0357725276513618	no GI	no GI
ABCB10_TAP2	A375	2CP	no GI	0.0319443206664684	no GI	Agree	-0.0357725276513618	no GI	no GI
ABCB6_ABCB7	A375	2CP	no GI	0.0485790461331918	no GI	Agree	-0.0588426463888902	no GI	no GI
ABCB6_ABCB7	A375	2CP	no GI	0.0485790461331918	no GI	Agree	-0.0588426463888902	no GI	no GI
ABCB8_TAP2	A375	2CP	no GI	0.0475966850975764	no GI	Agree	0.0589787654060279	no GI	no GI
ABCB8_TAP2	A375	2CP	no GI	0.0475966850975764	no GI	Agree	0.0589787654060279	no GI	no GI
ABCB9_TAP1	A375	2CP	no GI	-0.0336621817702359	no GI	Agree	-0.0093854701624276	no GI	no GI
ABCB9_TAP1	A375	2CP	no GI	-0.0336621817702359	no GI	Agree	-0.0093854701624276	no GI	no GI
ABCB9_TAP2	A375	2CP	no GI	0.022916307058885	no GI	Agree	0.0494001139304476	no GI	no GI
ABCB9_TAP2	A375	2CP	no GI	0.022916307058885	no GI	Agree	0.0494001139304476	no GI	no GI
ABCC10_ABCC4	A375	2CP	no GI	-0.0123592148868322	no GI	Agree	-0.0654278765568614	no GI	no GI
ABCC10_ABCC4	A375	2CP	no GI	-0.0123592148868322	no GI	Agree	-0.0654278765568614	no GI	no GI
ABCC1_ABCC3	A375	2CP	no GI	0.0165884127132798	no GI	Agree	0.2935854904141362	no GI	GI
ABCC1_ABCC3	A375	2CP	no GI	0.0165884127132798	no GI	Agree	0.2935854904141362	no GI	GI
ABCC4_ABCC5	A375	2CP	no GI	0.0103165000531199	no GI	Agree	0.0263935659625061	no GI	no GI
ABCC4_ABCC5	A375	2CP	no GI	0.0103165000531199	no GI	Agree	0.0263935659625061	no GI	no GI
ABCD1_ABCD3	A375	2CP	no GI	-0.020134978955172	no GI	Agree	0.1808130831680435	no GI	GI
ABCD1_ABCD3	A375	2CP	no GI	-0.020134978955172	no GI	Agree	0.1808130831680435	no GI	GI
ABCF1_ABCF3	A375	2CP	no GI	-0.0401988977272012	no GI	Agree	0.3681591427403796	no GI	no GI
ABCF1_ABCF3	A375	2CP	no GI	-0.0401988977272012	no GI	Agree	0.3681591427403796	no GI	no GI
ABHD14A_ABHD14B	A375	2CP	no GI	0.122250717155304	no GI	Agree	0.4337055583480595	no GI	no GI
ABHD14A_ABHD14B	A375	2CP	no GI	0.122250717155304	no GI	Agree	0.4337055583480595	no GI	no GI
ABHD16A_ABHD16B	A375	2CP	no GI	0.065067560958576	no GI	Agree	-0.0123025726036838	no GI	no GI
ABHD16A_ABHD16B	A375	2CP	no GI	0.065067560958576	no GI	Agree	-0.0123025726036838	no GI	no GI
ABHD17A_ABHD17B	A375	2CP	no GI	-0.0665568674519907	no GI	Agree	0.1461830405292791	no GI	no GI
ABHD17A_ABHD17B	A375	2CP	no GI	-0.0665568674519907	no GI	Agree	0.1461830405292791	no GI	no GI
ABHD17A_ABHD17C	A375	2CP	GI	0.0461960415916212	no GI	Disagree	-0.143620585080507	no GI	GI
ABHD17A_ABHD17C	A375	2CP	GI	0.0461960415916212	no GI	Disagree	-0.143620585080507	no GI	GI
ABHD17B_ABHD17C	A375	2CP	GI	-0.0032209233358222	no GI	Disagree	0.0060211266667505	no GI	no GI
ABHD17B_ABHD17C	A375	2CP	GI	-0.0032209233358222	no GI	Disagree	0.0060211266667505	no GI	no GI
ABHD4_ABHD5	A375	2CP	no GI	0.1033389552510195	no GI	Agree	0.3184218975141353	no GI	no GI
ABHD4_ABHD5	A375	2CP	no GI	0.1033389552510195	no GI	Agree	0.3184218975141353	no GI	no GI
ABI1_ABI2	A375	2CP	no GI	0.0058201803892363	no GI	Agree	-0.0098289632601928	no GI	no GI
ABI1_ABI2	A375	2CP	no GI	0.0058201803892363	no GI	Agree	-0.0098289632601928	no GI	no GI
ABL1_ABL2	A375	2CP	no GI	0.1198615289213679	no GI	Agree	0.4426361130401287	no GI	no GI
ABL1_ABL2	A375	2CP	no GI	0.1198615289213679	no GI	Agree	0.4426361130401287	no GI	no GI
ABLIM1_ABLIM3	A375	2CP	no GI	-0.0814761448066484	no GI	Agree	0.0226551300979186	no GI	no GI
ABLIM1_ABLIM3	A375	2CP	no GI	-0.0814761448066484	no GI	Agree	0.0226551300979186	no GI	no GI
ABLIM1_DMTN	A375	2CP	no GI	0.0536380470564478	no GI	Agree	0.335240615347901	no GI	no GI
ABLIM1_DMTN	A375	2CP	no GI	0.0536380470564478	no GI	Agree	0.335240615347901	no GI	no GI
ABR_BCR	A375	2CP	no GI	-0.0330311637443392	no GI	Agree	0.0225065927902528	no GI	no GI
ABR_BCR	A375	2CP	no GI	-0.0330311637443392	no GI	Agree	0.0225065927902528	no GI	no GI
ACAA1_ACAA2	A375	2CP	GI	0.0212154965209604	no GI	Disagree	0.0447241780707602	no GI	no GI
ACAA1_ACAA2	A375	2CP	GI	0.0212154965209604	no GI	Disagree	0.0447241780707602	no GI	no GI
ACAA1_ACAT1	A375	2CP	no GI	0.0704244909939258	no GI	Agree	0.0297528737921679	no GI	no GI
ACAA1_ACAT1	A375	2CP	no GI	0.0704244909939258	no GI	Agree	0.0297528737921679	no GI	no GI
ACAA1_ACAT2	A375	2CP	no GI	-0.0042511099119035	no GI	Agree	0.1090325088187187	no GI	no GI
ACAA1_ACAT2	A375	2CP	no GI	-0.0042511099119035	no GI	Agree	0.1090325088187187	no GI	no GI
ACAA1_HADHB	A375	2CP	no GI	0.0435681143094045	no GI	Agree	0.2153782247466831	no GI	no GI
ACAA1_HADHB	A375	2CP	no GI	0.0435681143094045	no GI	Agree	0.2153782247466831	no GI	no GI
ACAA2_ACAT1	A375	2CP	no GI	-0.0649248350626633	no GI	Agree	0.3358393358150218	no GI	no GI
ACAA2_ACAT1	A375	2CP	no GI	-0.0649248350626633	no GI	Agree	0.3358393358150218	no GI	no GI
ACAA2_ACAT2	A375	2CP	no GI	-0.0259681544724769	no GI	Agree	0.2430189679856392	no GI	no GI
ACAA2_ACAT2	A375	2CP	no GI	-0.0259681544724769	no GI	Agree	0.2430189679856392	no GI	no GI
ACAA2_HADHB	A375	2CP	no GI	0.0210763612899606	no GI	Agree	0.0529241086250136	no GI	no GI
ACAA2_HADHB	A375	2CP	no GI	0.0210763612899606	no GI	Agree	0.0529241086250136	no GI	no GI
ACAD10_ACAD11	A375	2CP	no GI	0.0113251454253918	no GI	Agree	0.3311855064625385	no GI	no GI
ACAD10_ACAD11	A375	2CP	no GI	0.0113251454253918	no GI	Agree	0.3311855064625385	no GI	no GI
ACAD8_ACADM	A375	2CP	no GI	0.0871653761532834	no GI	Agree	0.2958956533456284	no GI	no GI
ACAD8_ACADM	A375	2CP	no GI	0.0871653761532834	no GI	Agree	0.2958956533456284	no GI	no GI
ACAD8_ACADS	A375	2CP	no GI	-0.0310572509079484	no GI	Agree	0.0787042612149389	no GI	no GI
ACAD8_ACADS	A375	2CP	no GI	-0.0310572509079484	no GI	Agree	0.0787042612149389	no GI	no GI
ACAD8_ACADSB	A375	2CP	no GI	-0.0566618603281633	no GI	Agree	0.256088086520429	no GI	no GI
ACAD8_ACADSB	A375	2CP	no GI	-0.0566618603281633	no GI	Agree	0.256088086520429	no GI	no GI
ACAD8_IVD	A375	2CP	no GI	-0.0013338138184296	no GI	Agree	0.2857455658886996	no GI	no GI
ACAD8_IVD	A375	2CP	no GI	-0.0013338138184296	no GI	Agree	0.2857455658886996	no GI	no GI
ACAD9_ACADVL	A375	2CP	no GI	0.0175001591594354	no GI	Agree	0.1532532633161742	no GI	no GI
ACAD9_ACADVL	A375	2CP	no GI	0.0175001591594354	no GI	Agree	0.1532532633161742	no GI	no GI
ACADM_ACADS	A375	2CP	no GI	0.0192136423385632	no GI	Agree	0.0146330205864953	no GI	no GI
ACADM_ACADS	A375	2CP	no GI	0.0192136423385632	no GI	Agree	0.0146330205864953	no GI	no GI
ACADM_ACADSB	A375	2CP	no GI	-0.0301849667635244	no GI	Agree	0.2852972762584038	no GI	no GI
ACADM_ACADSB	A375	2CP	no GI	-0.0301849667635244	no GI	Agree	0.2852972762584038	no GI	no GI
ACADM_IVD	A375	2CP	GI	0.00366772447533	no GI	Disagree	0.1615103360306006	no GI	no GI
ACADM_IVD	A375	2CP	GI	0.00366772447533	no GI	Disagree	0.1615103360306006	no GI	no GI
ACADSB_IVD	A375	2CP	no GI	-0.0258503863591812	no GI	Agree	0.1867315354144362	no GI	no GI
ACADSB_IVD	A375	2CP	no GI	-0.0258503863591812	no GI	Agree	0.1867315354144362	no GI	no GI
ACADS_ACADSB	A375	2CP	no GI	-0.1671893631035081	no GI	Agree	0.1784458258621377	no GI	no GI
ACADS_ACADSB	A375	2CP	no GI	-0.1671893631035081	no GI	Agree	0.1784458258621377	no GI	no GI
ACADS_GCDH	A375	2CP	no GI	-0.0465488609163181	no GI	Agree	0.0177049612677879	no GI	no GI
ACADS_GCDH	A375	2CP	no GI	-0.0465488609163181	no GI	Agree	0.0177049612677879	no GI	no GI
ACADS_IVD	A375	2CP	no GI	-0.0206242166335572	no GI	Agree	0.0978422533278636	no GI	no GI
ACADS_IVD	A375	2CP	no GI	-0.0206242166335572	no GI	Agree	0.0978422533278636	no GI	no GI
ACAP1_ACAP2	A375	2CP	no GI	0.007683956433111	no GI	Agree	0.0073988312285728	no GI	no GI
ACAP1_ACAP2	A375	2CP	no GI	0.007683956433111	no GI	Agree	0.0073988312285728	no GI	no GI
ACAP1_ACAP3	A375	2CP	no GI	-0.0193751800144854	no GI	Agree	-0.028106804219131	no GI	no GI
ACAP1_ACAP3	A375	2CP	no GI	-0.0193751800144854	no GI	Agree	-0.028106804219131	no GI	no GI
ACAP2_ACAP3	A375	2CP	no GI	-0.0269645095385508	no GI	Agree	0.1946855467483339	no GI	GI
ACAP2_ACAP3	A375	2CP	no GI	-0.0269645095385508	no GI	Agree	0.1946855467483339	no GI	GI
ACAT1_ACAT2	A375	2CP	no GI	0.1791842785077496	no GI	Agree	0.2460928462312421	no GI	GI
ACAT1_ACAT2	A375	2CP	no GI	0.1791842785077496	no GI	Agree	0.2460928462312421	no GI	GI
ACAT2_HADHB	A375	2CP	no GI	0.003907494606677	no GI	Agree	0.0034099154506887	no GI	no GI
ACAT2_HADHB	A375	2CP	no GI	0.003907494606677	no GI	Agree	0.0034099154506887	no GI	no GI
ACBD3_TMED8	A375	2CP	no GI	-0.0127763121887517	no GI	Agree	0.1313091773862448	no GI	no GI
ACBD3_TMED8	A375	2CP	no GI	-0.0127763121887517	no GI	Agree	0.1313091773862448	no GI	no GI
ACO1_IREB2	A375	2CP	no GI	-0.0208825080437341	no GI	Agree	0.0842639617241523	no GI	GI
ACO1_IREB2	A375	2CP	no GI	-0.0208825080437341	no GI	Agree	0.0842639617241523	no GI	GI
ACOT1_ACOT2	A375	2CP	no GI	0.1327728023761158	no GI	Agree	0.7522742479487192	GI	GI
ACOT1_ACOT2	A375	2CP	no GI	0.1327728023761158	no GI	Agree	0.7522742479487192	GI	GI
ACSL1_ACSL5	A375	2CP	no GI	-0.0173748785436033	no GI	Agree	0.0156578891436951	no GI	no GI
ACSL1_ACSL5	A375	2CP	no GI	-0.0173748785436033	no GI	Agree	0.0156578891436951	no GI	no GI
ACSL3_ACSL4	A375	2CP	no GI	0.0866160419439203	no GI	Agree	0.0873460657253516	no GI	no GI
ACSL3_ACSL4	A375	2CP	no GI	0.0866160419439203	no GI	Agree	0.0873460657253516	no GI	no GI
ACSS1_ACSS2	A375	2CP	no GI	0.0283401742041708	no GI	Agree	0.0286120070774226	no GI	no GI
ACSS1_ACSS2	A375	2CP	no GI	0.0283401742041708	no GI	Agree	0.0286120070774226	no GI	no GI
ACTA2_ACTB	A375	2CP	GI	0.0638587046375668	no GI	Disagree	0.4007577524278193	no GI	no GI
ACTA2_ACTB	A375	2CP	GI	0.0638587046375668	no GI	Disagree	0.4007577524278193	no GI	no GI
ACTA2_ACTG1	A375	2CP	no GI	0.0874387883210415	no GI	Agree	0.3311990031876032	no GI	no GI
ACTA2_ACTG1	A375	2CP	no GI	0.0874387883210415	no GI	Agree	0.3311990031876032	no GI	no GI
ACTB_ACTG1	A375	2CP	no GI	0.1471419619023172	no GI	Agree	0.4739631676944276	no GI	no GI
ACTB_ACTG1	A375	2CP	no GI	0.1471419619023172	no GI	Agree	0.4739631676944276	no GI	no GI
ACTN1_ACTN4	A375	2CP	no GI	0.0958055635916804	no GI	Agree	0.6295151232350369	GI	no GI
ACTN1_ACTN4	A375	2CP	no GI	0.0958055635916804	no GI	Agree	0.6295151232350369	GI	no GI
ACTR1A_ACTR1B	A375	2CP	no GI	0.0261469877421153	no GI	Agree	0.2219099175876892	no GI	GI
ACTR1A_ACTR1B	A375	2CP	no GI	0.0261469877421153	no GI	Agree	0.2219099175876892	no GI	GI
ACTR3_ACTR3B	A375	2CP	no GI	-0.0412040424707114	no GI	Agree	-0.0515321831619223	no GI	GI
ACTR3_ACTR3B	A375	2CP	no GI	-0.0412040424707114	no GI	Agree	-0.0515321831619223	no GI	GI
ACVR1B_TGFBR1	A375	2CP	no GI	0.0746943806741504	no GI	Agree	0.1765809942646383	no GI	no GI
ACVR1B_TGFBR1	A375	2CP	no GI	0.0746943806741504	no GI	Agree	0.1765809942646383	no GI	no GI
ACVR1_ACVR1B	A375	2CP	no GI	-0.1188950117002769	no GI	Agree	0.2128533743883299	no GI	GI
ACVR1_ACVR1B	A375	2CP	no GI	-0.1188950117002769	no GI	Agree	0.2128533743883299	no GI	GI
ACVR1_BMPR1A	A375	2CP	no GI	0.3195540963237337	GI	Disagree	0.4355192850303619	no GI	GI
ACVR1_BMPR1A	A375	2CP	no GI	0.3195540963237337	GI	Disagree	0.4355192850303619	no GI	GI
ACVR1_TGFBR1	A375	2CP	no GI	-0.1053400272773769	no GI	Agree	0.3302776279817471	no GI	GI
ACVR1_TGFBR1	A375	2CP	no GI	-0.1053400272773769	no GI	Agree	0.3302776279817471	no GI	GI
ACVR2A_TGFBR2	A375	2CP	no GI	0.0422203866751382	no GI	Agree	0.0935522351792797	no GI	GI
ACVR2A_TGFBR2	A375	2CP	no GI	0.0422203866751382	no GI	Agree	0.0935522351792797	no GI	GI
ACYP1_ACYP2	A375	2CP	no GI	0.0162061899792343	no GI	Agree	0.1042336523739839	no GI	no GI
ACYP1_ACYP2	A375	2CP	no GI	0.0162061899792343	no GI	Agree	0.1042336523739839	no GI	no GI
ADAM15_ADAM19	A375	2CP	no GI	-0.0066943361455689	no GI	Agree	-0.0762298346722565	no GI	no GI
ADAM15_ADAM19	A375	2CP	no GI	-0.0066943361455689	no GI	Agree	-0.0762298346722565	no GI	no GI
ADAM15_ADAM8	A375	2CP	no GI	0.050162933598778	no GI	Agree	0.1679469477020245	no GI	no GI
ADAM15_ADAM8	A375	2CP	no GI	0.050162933598778	no GI	Agree	0.1679469477020245	no GI	no GI
ADAM15_ADAM9	A375	2CP	no GI	0.084615632060732	no GI	Agree	0.3605790631819457	no GI	no GI
ADAM15_ADAM9	A375	2CP	no GI	0.084615632060732	no GI	Agree	0.3605790631819457	no GI	no GI
ADAM19_ADAM8	A375	2CP	no GI	0.0457152576044859	no GI	Agree	0.0111844644982764	no GI	no GI
ADAM19_ADAM8	A375	2CP	no GI	0.0457152576044859	no GI	Agree	0.0111844644982764	no GI	no GI
ADAM19_ADAM9	A375	2CP	no GI	-0.0228195029311441	no GI	Agree	0.2588913267219122	no GI	no GI
ADAM19_ADAM9	A375	2CP	no GI	-0.0228195029311441	no GI	Agree	0.2588913267219122	no GI	no GI
ADCK1_ADCK5	A375	2CP	no GI	-0.0027355590846069	no GI	Agree	0.2188262527479749	no GI	no GI
ADCK1_ADCK5	A375	2CP	no GI	-0.0027355590846069	no GI	Agree	0.2188262527479749	no GI	no GI
ADCY3_ADCY6	A375	2CP	no GI	0.0478322983431305	no GI	Agree	0.0033297056663901	no GI	no GI
ADCY3_ADCY6	A375	2CP	no GI	0.0478322983431305	no GI	Agree	0.0033297056663901	no GI	no GI
ADCY3_ADCY7	A375	2CP	no GI	-0.0386468217806661	no GI	Agree	0.1161768761848776	no GI	no GI
ADCY3_ADCY7	A375	2CP	no GI	-0.0386468217806661	no GI	Agree	0.1161768761848776	no GI	no GI
ADCY6_ADCY7	A375	2CP	no GI	0.077939808450084	no GI	Agree	-0.1266260815676325	no GI	no GI
ADCY6_ADCY7	A375	2CP	no GI	0.077939808450084	no GI	Agree	-0.1266260815676325	no GI	no GI
ADD1_ADD3	A375	2CP	no GI	0.1118601057458181	no GI	Agree	0.2246464700412331	no GI	GI
ADD1_ADD3	A375	2CP	no GI	0.1118601057458181	no GI	Agree	0.2246464700412331	no GI	GI
ADIPOR1_ADIPOR2	A375	2CP	GI	0.0167364332744047	no GI	Disagree	0.2656430640404895	no GI	no GI
ADIPOR1_ADIPOR2	A375	2CP	GI	0.0167364332744047	no GI	Disagree	0.2656430640404895	no GI	no GI
ADSS1_ADSS2	A375	2CP	no GI	0.00853250810077	no GI	Agree	-0.0034752792841783	no GI	GI
ADSS1_ADSS2	A375	2CP	no GI	0.00853250810077	no GI	Agree	-0.0034752792841783	no GI	GI
AEN_ISG20	A375	2CP	no GI	0.1871278031734727	no GI	Agree	0.1152968640230441	no GI	no GI
AEN_ISG20	A375	2CP	no GI	0.1871278031734727	no GI	Agree	0.1152968640230441	no GI	no GI
AEN_ISG20L2	A375	2CP	no GI	0.1085987157615122	no GI	Agree	0.2755040794769341	no GI	no GI
AEN_ISG20L2	A375	2CP	no GI	0.1085987157615122	no GI	Agree	0.2755040794769341	no GI	no GI
AFF1_AFF4	A375	2CP	no GI	0.0004889171401861	no GI	Agree	0.1955170474906322	no GI	GI
AFF1_AFF4	A375	2CP	no GI	0.0004889171401861	no GI	Agree	0.1955170474906322	no GI	GI
AFG3L2_SPG7	A375	2CP	no GI	-0.0275173797905626	no GI	Agree	0.1478787604461963	no GI	no GI
AFG3L2_SPG7	A375	2CP	no GI	-0.0275173797905626	no GI	Agree	0.1478787604461963	no GI	no GI
AFG3L2_YME1L1	A375	2CP	lol	0.276739190270935	GI	Disagree	0.2652336380722206	no GI	no GI
AFG3L2_YME1L1	A375	2CP	lol	0.276739190270935	GI	Disagree	0.2652336380722206	no GI	no GI
AGAP1_AGAP3	A375	2CP	no GI	0.0524082360580945	no GI	Agree	0.4447505793163112	no GI	GI
AGAP1_AGAP3	A375	2CP	no GI	0.0524082360580945	no GI	Agree	0.4447505793163112	no GI	GI
AGAP4_AGAP5	A375	2CP	GI			Disagree	0.6991926315505802	GI	no GI
AGAP4_AGAP5	A375	2CP	GI			Disagree	0.6991926315505802	GI	no GI
AGAP4_AGAP6	A375	2CP	no GI			Disagree	0.775417519468143	GI	no GI
AGAP4_AGAP6	A375	2CP	no GI			Disagree	0.775417519468143	GI	no GI
AGAP5_AGAP6	A375	2CP	no GI	0.3897838007279772	GI	Disagree	0.7764732736492677	GI	no GI
AGAP5_AGAP6	A375	2CP	no GI	0.3897838007279772	GI	Disagree	0.7764732736492677	GI	no GI
AGFG1_AGFG2	A375	2CP	no GI	-0.0356962038497763	no GI	Agree	0.2480650348601383	no GI	GI
AGFG1_AGFG2	A375	2CP	no GI	-0.0356962038497763	no GI	Agree	0.2480650348601383	no GI	GI
AGO1_AGO2	A375	2CP	no GI	0.1024646324699116	no GI	Agree	0.40273743213108	no GI	no GI
AGO1_AGO2	A375	2CP	no GI	0.1024646324699116	no GI	Agree	0.40273743213108	no GI	no GI
AGO1_AGO3	A375	2CP	no GI	0.1848597751531692	no GI	Agree	0.6291250770661304	GI	no GI
AGO1_AGO3	A375	2CP	no GI	0.1848597751531692	no GI	Agree	0.6291250770661304	GI	no GI
AGO1_AGO4	A375	2CP	GI	0.1603080813594972	no GI	Disagree	0.5044312518234831	no GI	no GI
AGO1_AGO4	A375	2CP	GI	0.1603080813594972	no GI	Disagree	0.5044312518234831	no GI	no GI
AGO2_AGO3	A375	2CP	no GI	0.0565324615461904	no GI	Agree	0.4170842269270451	no GI	no GI
AGO2_AGO3	A375	2CP	no GI	0.0565324615461904	no GI	Agree	0.4170842269270451	no GI	no GI
AGO2_AGO4	A375	2CP	GI	0.0562984710393883	no GI	Disagree	0.2941686876951105	no GI	no GI
AGO2_AGO4	A375	2CP	GI	0.0562984710393883	no GI	Disagree	0.2941686876951105	no GI	no GI
AGO3_AGO4	A375	2CP	no GI	0.1547450940074836	no GI	Agree	0.336010562907008	no GI	GI
AGO3_AGO4	A375	2CP	no GI	0.1547450940074836	no GI	Agree	0.336010562907008	no GI	GI
AGPAT1_AGPAT2	A375	2CP	no GI	0.0458099391194849	no GI	Agree	-0.0783726333849364	no GI	no GI
AGPAT1_AGPAT2	A375	2CP	no GI	0.0458099391194849	no GI	Agree	-0.0783726333849364	no GI	no GI
AGPAT3_AGPAT4	A375	2CP	no GI	0.1017944924583106	no GI	Agree	0.0793708605736988	no GI	no GI
AGPAT3_AGPAT4	A375	2CP	no GI	0.1017944924583106	no GI	Agree	0.0793708605736988	no GI	no GI
AGR2_TXNDC12	A375	2CP	no GI	0.0752776275674231	no GI	Agree	-0.0172601635847489	no GI	no GI
AGR2_TXNDC12	A375	2CP	no GI	0.0752776275674231	no GI	Agree	-0.0172601635847489	no GI	no GI
AHCYL1_AHCYL2	A375	2CP	no GI	0.1414824023340643	no GI	Agree	0.2119962426080902	no GI	GI
AHCYL1_AHCYL2	A375	2CP	no GI	0.1414824023340643	no GI	Agree	0.2119962426080902	no GI	GI
AJUBA_LIMD1	A375	2CP	no GI	0.1268759348692326	no GI	Agree	-0.0134960522394586	no GI	GI
AJUBA_LIMD1	A375	2CP	no GI	0.1268759348692326	no GI	Agree	-0.0134960522394586	no GI	GI
AJUBA_WTIP	A375	2CP	no GI	-0.0166355009122569	no GI	Agree	0.4865030420456767	no GI	no GI
AJUBA_WTIP	A375	2CP	no GI	-0.0166355009122569	no GI	Agree	0.4865030420456767	no GI	no GI
AK1_CMPK1	A375	2CP	no GI	0.0546445027884219	no GI	Agree	0.0987036848425207	no GI	GI
AK1_CMPK1	A375	2CP	no GI	0.0546445027884219	no GI	Agree	0.0987036848425207	no GI	GI
AK2_AK3	A375	2CP	no GI	-0.0391435288009559	no GI	Agree	0.0816295620462746	no GI	no GI
AK2_AK3	A375	2CP	no GI	-0.0391435288009559	no GI	Agree	0.0816295620462746	no GI	no GI
AK2_AK4	A375	2CP	no GI	0.0615752103599807	no GI	Agree	0.1669403426726538	no GI	no GI
AK2_AK4	A375	2CP	no GI	0.0615752103599807	no GI	Agree	0.1669403426726538	no GI	no GI
AK3_AK4	A375	2CP	GI	-0.134363223880876	no GI	Disagree	0.0018305611165222	no GI	GI
AK3_AK4	A375	2CP	GI	-0.134363223880876	no GI	Disagree	0.0018305611165222	no GI	GI
AKAP8_AKAP8L	A375	2CP	no GI	0.2365645753390993	GI	Disagree	0.5692923331806166	no GI	GI
AKAP8_AKAP8L	A375	2CP	no GI	0.2365645753390993	GI	Disagree	0.5692923331806166	no GI	GI
AKIRIN1_AKIRIN2	A375	2CP	no GI	0.1207719411373073	no GI	Agree	0.2801083192320815	no GI	GI
AKIRIN1_AKIRIN2	A375	2CP	no GI	0.1207719411373073	no GI	Agree	0.2801083192320815	no GI	GI
AKR1A1_AKR1B1	A375	2CP	no GI	-0.0638723051942513	no GI	Agree	-0.065182575455869	no GI	GI
AKR1A1_AKR1B1	A375	2CP	no GI	-0.0638723051942513	no GI	Agree	-0.065182575455869	no GI	GI
AKR1C1_AKR1C2	A375	2CP	no GI			Disagree	0.8627470186884028	GI	GI
AKR1C1_AKR1C2	A375	2CP	no GI			Disagree	0.8627470186884028	GI	GI
AKR1C1_AKR1C3	A375	2CP	no GI			Disagree	0.796159677596626	GI	GI
AKR1C1_AKR1C3	A375	2CP	no GI			Disagree	0.796159677596626	GI	GI
AKR1C2_AKR1C3	A375	2CP	GI	0.0484044232263832	no GI	Disagree	0.7996162971390557	GI	GI
AKR1C2_AKR1C3	A375	2CP	GI	0.0484044232263832	no GI	Disagree	0.7996162971390557	GI	GI
AKT1_AKT2	A375	2CP	no GI	0.1902872226098049	no GI	Agree	0.2873054109323926	no GI	GI
AKT1_AKT2	A375	2CP	no GI	0.1902872226098049	no GI	Agree	0.2873054109323926	no GI	GI
AKT1_AKT3	A375	2CP	no GI	0.0321644721443364	no GI	Agree	0.1307689705998691	no GI	GI
AKT1_AKT3	A375	2CP	no GI	0.0321644721443364	no GI	Agree	0.1307689705998691	no GI	GI
AKT2_AKT3	A375	2CP	no GI	0.0178637845267218	no GI	Agree	0.2103629750750164	no GI	GI
AKT2_AKT3	A375	2CP	no GI	0.0178637845267218	no GI	Agree	0.2103629750750164	no GI	GI
ALDH1A1_ALDH1A3	A375	2CP	no GI	-0.0737568976214372	no GI	Agree	-0.0745862872126045	no GI	no GI
ALDH1A1_ALDH1A3	A375	2CP	no GI	-0.0737568976214372	no GI	Agree	-0.0745862872126045	no GI	no GI
ALDH1A1_ALDH1B1	A375	2CP	no GI	0.0454093728752591	no GI	Agree	0.1131508287556753	no GI	no GI
ALDH1A1_ALDH1B1	A375	2CP	no GI	0.0454093728752591	no GI	Agree	0.1131508287556753	no GI	no GI
ALDH1A1_ALDH2	A375	2CP	no GI	-0.0070763568354933	no GI	Agree	0.2376707546692394	no GI	GI
ALDH1A1_ALDH2	A375	2CP	no GI	-0.0070763568354933	no GI	Agree	0.2376707546692394	no GI	GI
ALDH1A3_ALDH1B1	A375	2CP	no GI	-0.03338629898837	no GI	Agree	-0.0024244566091325	no GI	no GI
ALDH1A3_ALDH1B1	A375	2CP	no GI	-0.03338629898837	no GI	Agree	-0.0024244566091325	no GI	no GI
ALDH1A3_ALDH2	A375	2CP	no GI	-0.0758369779094801	no GI	Agree	-0.0105094400082339	no GI	no GI
ALDH1A3_ALDH2	A375	2CP	no GI	-0.0758369779094801	no GI	Agree	-0.0105094400082339	no GI	no GI
