	cell_line	condition	clone_id_test	combinatorial_avg_lfc	single_gene1_avg_lfc	single_gene2_avg_lfc	expression_gene1_batch_correct	expression_gene2_batch_correct	Class_label
3269	A375	2CP	EML2_EML4_2	-0.9601110682492711	-0.9867028722359774	0.2409415868028657	3.9514929214	5.2868875193	no GI
3270	A375	2CP	RIT1_RRAS2_1	-1.8576198343960568	-2.3309992103530464	0.03009017908518441	5.0803365283	3.8407616786	no GI
3271	A375	2CP	RIT1_RRAS2_2	-2.1549224190822973	0.03009017908518441	-2.3309992103530464	3.8407616786	5.0803365283	no GI
3272	A375	2CP	SLC35A2_SLC35A3_1	-1.2349468861389186	-0.8513027974907508	-1.1561453334719818	5.5172986805	3.1716856411	no GI
3273	A375	2CP	SLC35A2_SLC35A3_2	-0.7415516189977951	-1.1561453334719818	-0.8513027974907508	3.1716856411	5.5172986805	no GI
3274	A375	2CP	SYNGR1_SYNGR2_1	-0.10298000677918351	0.464437965435301	-1.1495238075561216	3.9781222582	4.7601046817	no GI
3275	A375	2CP	SYNGR1_SYNGR2_2	-0.05443366165728003	-1.1495238075561216	0.464437965435301	4.7601046817	3.9781222582	no GI
3276	A375	2CP	TRIM24_TRIM33_1	-1.5311052983612505	0.11907981398971201	-1.6456410717202297	3.1947520562	3.8765914923	no GI
3277	A375	2CP	TRIM24_TRIM33_2	-1.4862869022548804	-1.6456410717202297	0.11907981398971201	3.8765914923	3.1947520562	no GI
3278	A375	2CP	DIPK1A_DIPK1B_1	-1.229535536284525	-0.4469554576751835	-1.2867070303584796	1.5912662495	2.233252053	no GI
3279	A375	2CP	DIPK1A_DIPK1B_2	-0.36307609130906027	-1.2867070303584796	-0.4469554576751835	2.233252053	1.5912662495	no GI
3280	A375	2CP	BRMS1_BRMS1L_2	0.6918254210049986	-0.07651902903847496	0.5638993016176093	3.1451826187	5.9633966305	no GI
3281	A375	2CP	FLOT1_FLOT2_1	0.4485155377158945	0.2802027338353672	-0.9351630456213289	5.5900722245	5.2850876252	no GI
3282	A375	2CP	FLOT1_FLOT2_2	-1.6415422572673206	-0.9351630456213289	0.2802027338353672	5.2850876252	5.5900722245	no GI
3283	A375	2CP	P2RX4_P2RX5_1	-0.7207491266146078	-0.5712184408200116	0.6194969680844724	0.4727676859	2.8437452559	no GI
3284	A375	2CP	P2RX4_P2RX5_2	-0.5812038463976563	0.6194969680844724	-0.5712184408200116	2.8437452559	0.4727676859	no GI
3285	A375	2CP	S100A1_S100A4_1	0.20323732901531244	0.5934386921319021	-0.280635294144854	8.6010819903	9.337815946	no GI
3286	A375	2CP	S100A1_S100A4_2	0.08190517032916311	-0.280635294144854	0.5934386921319021	9.337815946	8.6010819903	no GI
3287	A375	2CP	JUN_JUNB_1	-4.486003984723002	-1.8616970381733084	-0.9203184962482642	3.2903276736	4.7445142756	no GI
3288	A375	2CP	JUN_JUNB_2	-0.5004569999921844	-0.9203184962482642	-1.8616970381733084	4.7445142756	3.2903276736	no GI
3289	A375	2CP	UBR1_UBR2_1	-1.194340315029804	0.3409550287560026	-1.3931867004798661	4.2628890784	2.9396009334	no GI
3290	A375	2CP	UBR1_UBR2_2	-0.7750937116951118	-1.3931867004798661	0.3409550287560026	2.9396009334	4.2628890784	no GI
3291	A375	2CP	ZNF264_ZNF550_1	-0.09611738804298708	0.41112009538756866	-0.226672296577501	2.3516949268	3.1748268638	no GI
3292	A375	2CP	ZNF264_ZNF550_2	0.4334949441453144	-0.226672296577501	0.41112009538756866	3.1748268638	2.3516949268	no GI
3293	A375	2CP	PHLPP1_PHLPP2_1	-0.3966199103207906	-0.8221408871044358	-0.22845133034158094	2.3526896857	2.3625333383	no GI
3294	A375	2CP	PHLPP1_PHLPP2_2	-0.4813763158161244	-0.22845133034158094	-0.8221408871044358	2.3625333383	2.3526896857	no GI
3295	A375	2CP	ATP6V0A1_TCIRG1_1	-2.0973287594614347	-1.65906697069395	-0.9988868031966309	4.4423117178	4.50541715	no GI
3296	A375	2CP	ATP6V0A1_TCIRG1_2	-1.2583604951940712	-0.9988868031966309	-1.65906697069395	4.50541715	4.4423117178	no GI
3297	A375	2CP	TBC1D12_TBC1D14_1	-1.0696134126002108	-0.8480415448278948	-0.9082696019531069	1.6803267746	5.1064105016	no GI
3298	A375	2CP	TBC1D12_TBC1D14_2	-1.5147863061448859	-0.9082696019531069	-0.8480415448278948	5.1064105016	1.6803267746	no GI
3299	A375	2CP	SLC29A1_SLC29A2_1	0.30725576968806223	0.43250314216376196	0.2529574778746029	4.6555660852	2.3690319633	no GI
3300	A375	2CP	SLC29A1_SLC29A2_2	0.08477967648939044	0.2529574778746029	0.43250314216376196	2.3690319633	4.6555660852	no GI
3301	A375	2CP	SEC31A_SEC31B_1	-1.3402827393283712	0.1344161560313455	-0.15081865939494987	5.7515787553	1.629087811	no GI
3302	A375	2CP	SEC31A_SEC31B_2	-0.7443773520469494	-0.15081865939494987	0.1344161560313455	1.629087811	5.7515787553	no GI
3303	A375	2CP	ZNF266_ZNF778_1	-1.4873706314761521	-0.09137036084707639	-0.17080344805554626	3.8895673451	3.5481469868	no GI
3304	A375	2CP	ZNF266_ZNF778_2	0.2820477958628511	-0.17080344805554626	-0.09137036084707639	3.5481469868	3.8895673451	no GI
3305	A375	2CP	ZNF107_ZNF160_1	-0.310357042331602	0.08386133911531801	-0.3746709310544454	3.4691840671	3.0766244466	no GI
3306	A375	2CP	ZNF107_ZNF160_2	0.8690120397216621	-0.3746709310544454	0.08386133911531801	3.0766244466	3.4691840671	no GI
3307	A375	2CP	RDH13_RDH14_1	0.2246320272955198	0.632615931630278	-0.272422991623934	3.077165907	4.370508839	no GI
3308	A375	2CP	RDH13_RDH14_2	1.2437216902696657	-0.272422991623934	0.632615931630278	4.370508839	3.077165907	no GI
3309	A375	2CP	ZNF429_ZNF506_1	-0.16867758479844763	0.20510841551601255	1.1653378917042463	2.010983914	3.1643148458	no GI
3310	A375	2CP	ZNF429_ZNF506_2	0.6120416546247602	1.1653378917042463	0.20510841551601255	3.1643148458	2.010983914	no GI
3311	A375	2CP	TBC1D15_TBC1D17_1	-0.738924491510764	-0.1743978750213906	-0.9945814251443769	5.1373864745	4.2291013251	no GI
3312	A375	2CP	TBC1D15_TBC1D17_2	-1.3737140189482022	-0.9945814251443769	-0.1743978750213906	4.2291013251	5.1373864745	no GI
3313	A375	2CP	IRF2BP2_IRF2BPL_1	0.5442341598685516	1.3009780913381062	-0.18458539093047466	5.2535227888	3.8828340213	no GI
3314	A375	2CP	IRF2BP2_IRF2BPL_2	0.16661616648223543	-0.18458539093047466	1.3009780913381062	3.8828340213	5.2535227888	no GI
3315	A375	2CP	DLC1_STARD13_1	1.0566796329591388	1.5358497464100536	-1.0294626666629298	3.3781043879	4.01285898	no GI
3316	A375	2CP	DLC1_STARD13_2	0.8588887173720403	-1.0294626666629298	1.5358497464100536	4.01285898	3.3781043879	no GI
3317	A375	2CP	ZDHHC13_ZDHHC17_1	0.6012806288151955	1.337861300752861	-0.06275942885010855	3.022101038	4.1238763882	no GI
3318	A375	2CP	ZDHHC13_ZDHHC17_2	1.0464283220783877	-0.06275942885010855	1.337861300752861	4.1238763882	3.022101038	no GI
3319	A375	2CP	DDHD2_SEC23IP_1	-0.20538757235069616	-0.1713933477548113	-1.2046025280406296	4.7195576418	4.7768617834	no GI
3320	A375	2CP	DDHD2_SEC23IP_2	1.0170220410631075	-1.2046025280406296	-0.1713933477548113	4.7768617834	4.7195576418	no GI
3321	A375	2CP	CERS2_CERS4_1	-2.310942646778811	-1.2108179553888088	-1.4736093448859917	7.1949284379	1.3434368954	no GI
3322	A375	2CP	CERS2_CERS4_2	-1.5094920089281878	-1.4736093448859917	-1.2108179553888088	1.3434368954	7.1949284379	no GI
3323	A375	2CP	RAB13_RAB35_1	0.45246613691435167	0.19762082407525816	1.1021514431742856	8.1761301545	4.8564753139	no GI
3324	A375	2CP	RAB13_RAB35_2	-0.08929602586878405	1.1021514431742856	0.19762082407525816	4.8564753139	8.1761301545	no GI
3325	A375	2CP	TPD52_TPD52L2_1	-1.0023180153997737	0.8190067299085748	-0.5999740387767747	5.0117394314	6.5421336646	no GI
3326	A375	2CP	TPD52_TPD52L2_2	0.9451210882109131	-0.5999740387767747	0.8190067299085748	6.5421336646	5.0117394314	no GI
3327	A375	2CP	SMAP1_SMAP2_1	-0.778896859821931	-0.30394239602717943	-0.8717349894499016	3.0106839108	4.5378455423	no GI
3328	A375	2CP	SMAP1_SMAP2_2	0.5293458594171505	-0.8717349894499016	-0.30394239602717943	4.5378455423	3.0106839108	no GI
3329	A375	2CP	ZNRF1_ZNRF2_1	-0.06531956405981054	-0.03748409145811182	-0.807704356779037	2.9740176687	1.3197173966	no GI
3330	A375	2CP	ZNRF1_ZNRF2_2	0.5455505406991397	-0.807704356779037	-0.03748409145811182	1.3197173966	2.9740176687	no GI
3331	A375	2CP	LRP8_VLDLR_1	-2.005385553958167	-0.9287263718358343	-1.0496149661322263	5.4056120442	2.8489270692	no GI
3332	A375	2CP	LRP8_VLDLR_2	-1.496208277260966	-1.0496149661322263	-0.9287263718358343	2.8489270692	5.4056120442	no GI
3333	A375	2CP	ZFAND2A_ZFAND2B_1	-0.9459991034376563	0.7763684398647712	0.6509083687462807	5.0036520614	3.3963364845	no GI
3334	A375	2CP	ZFAND2A_ZFAND2B_2	1.8481656395951136	0.6509083687462807	0.7763684398647712	3.3963364845	5.0036520614	no GI
3335	A375	2CP	STXBP2_STXBP3_1	0.027005374143714178	0.7778308134398415	-1.4838502652232448	0.056248458	4.7658003384	no GI
3336	A375	2CP	STXBP2_STXBP3_2	-0.6253684108853723	-1.4838502652232448	0.7778308134398415	4.7658003384	0.056248458	no GI
3337	A375	2CP	ANXA11_ANXA4_1	-0.8063773246685688	-0.05684869989320407	-0.613733917163336	6.1477520842	4.8061484631	no GI
3338	A375	2CP	ANXA11_ANXA4_2	0.6745447570950756	-0.613733917163336	-0.05684869989320407	4.8061484631	6.1477520842	no GI
3339	A375	2CP	IFI27_IFI27L2_1	1.2679833512035676	1.6321293601169382	0.13662656436410758	0.4069885972	6.5779192714	no GI
3340	A375	2CP	IFI27_IFI27L2_2	0.5911983879785572	0.13662656436410758	1.6321293601169382	6.5779192714	0.4069885972	no GI
3341	A375	2CP	KRT8_KRT81_1	0.006432390078999539	0.46457082788254356	-0.9756196128099985	4.4575335675	3.3826104391	no GI
3342	A375	2CP	KRT8_KRT81_2	-1.3082949352336355	-0.9756196128099985	0.46457082788254356	3.3826104391	4.4575335675	no GI
3343	A375	2CP	COL4A2_COL4A5_2	0.3001532612627207	-0.07820713138590385	-0.37881127141127613	0.8998134435	7.4859213379	no GI
3344	A375	2CP	SLC7A5_SLC7A6_1	-0.6862060633827203	0.18334160921069942	-0.14473597317935538	7.5594000082	3.91513787	no GI
3345	A375	2CP	SLC7A5_SLC7A6_2	0.2280215759833153	-0.14473597317935538	0.18334160921069942	3.91513787	7.5594000082	no GI
3346	A375	2CP	ZNF548_ZNF772_1	0.44155907431092833	-0.16237768310615808	-0.24915123178637333	2.8387431254	2.9087001529	no GI
3347	A375	2CP	ZNF548_ZNF772_2	-0.4835875106587335	-0.24915123178637333	-0.16237768310615808	2.9087001529	2.8387431254	no GI
3348	A375	2CP	EVA1A_EVA1B_1	1.3933589757103242	0.8428763961763948	0.872128559870504	3.1262132346	2.9537786945	no GI
3349	A375	2CP	EVA1A_EVA1B_2	0.4094591562984533	0.872128559870504	0.8428763961763948	2.9537786945	3.1262132346	no GI
3350	A375	2CP	EML3_EML4_1	-1.044845430961427	-0.5293873374419946	-0.9867028722359774	5.1872320105	3.9514929214	no GI
3351	A375	2CP	EML3_EML4_2	-0.5050023188933452	-0.9867028722359774	-0.5293873374419946	3.9514929214	5.1872320105	no GI
3352	A375	2CP	EML1_EML3_1	-1.1716155863450637	-0.4467382758421621	-0.5293873374419946	2.6362450362	5.1872320105	no GI
3353	A375	2CP	EML1_EML3_2	0.058144153210663685	-0.5293873374419946	-0.4467382758421621	5.1872320105	2.6362450362	no GI
3354	A375	2CP	FAM117B_GLCCI1_1	0.4378792164372549	0.9198595522837236	-0.12542606896578956	2.0690712505	2.0271817696	no GI
3355	A375	2CP	FAM117B_GLCCI1_2	2.2824428309392006	-0.12542606896578956	0.9198595522837236	2.0271817696	2.0690712505	no GI
3356	A375	2CP	ZNF160_ZNF420_1	0.05897828943483541	-0.3746709310544454	0.4030329158585122	3.0766244466	2.0554578155	no GI
3357	A375	2CP	ZNF160_ZNF420_2	-0.8945393545407367	0.4030329158585122	-0.3746709310544454	2.0554578155	3.0766244466	no GI
3358	A375	2CP	ANXA1_ANXA3_1	-0.6676997735881764	0.16177141195704348	0.22684227768557896	10.4789248671	0.1033671708	no GI
3359	A375	2CP	ANXA1_ANXA3_2	0.2933385934251187	0.22684227768557896	0.16177141195704348	0.1033671708	10.4789248671	no GI
3360	A375	2CP	NUBP1_NUBP2_1	-3.0292304285064082	-4.135456982470752	0.30918892477387705	5.8146662661	6.1715693228	no GI
3361	A375	2CP	NUBP1_NUBP2_2	-0.1622250311071789	0.30918892477387705	-4.135456982470752	6.1715693228	5.8146662661	no GI
3362	A375	2CP	ST3GAL1_ST3GAL2_1	0.4471940791658513	0.7008070219840012	0.051126907372500474	4.0337561602	3.943310117	no GI
3363	A375	2CP	ST3GAL1_ST3GAL2_2	1.5235438549971008	0.051126907372500474	0.7008070219840012	3.943310117	4.0337561602	no GI
3364	A375	2CP	CDC42SE1_CDC42SE2_1	-1.2095963059944141	-1.4327377396126	-1.4676062963264918	6.15388211	3.2599347356	no GI
3365	A375	2CP	CDC42SE1_CDC42SE2_2	-1.3657981858155934	-1.4676062963264918	-1.4327377396126	3.2599347356	6.15388211	no GI
3366	A375	2CP	TMEM87A_TMEM87B_1	-1.9047043183623908	-1.1013335414336467	-1.0290979516061682	5.368896811	3.3085642943	no GI
3367	A375	2CP	SCMH1_SCML2_1	-0.14413787567364889	-0.47456770114334756	0.49513144284400457	3.6762206382	2.8218989171	no GI
3368	A375	2CP	SCMH1_SCML2_2	-0.2663600175438332	0.49513144284400457	-0.47456770114334756	2.8218989171	3.6762206382	no GI
3369	A375	2CP	PPP6R1_PPP6R3_1	-2.227922470778196	0.32227056799594345	-1.5946942114536748	5.3322237522	5.4054422074	no GI
3370	A375	2CP	PPP6R1_PPP6R3_2	0.5604224741408634	-1.5946942114536748	0.32227056799594345	5.4054422074	5.3322237522	no GI
3371	A375	2CP	ZNF688_ZNF785_1	1.0784453558261569	1.1622960959346806	0.28886728988565435	2.1733940477	-0.0593994163	no GI
3372	A375	2CP	ZNF688_ZNF785_2	0.2698491061876842	0.28886728988565435	1.1622960959346806	-0.0593994163	2.1733940477	no GI
3373	A375	2CP	NBEAL1_NBEAL2_1	-0.4120288058906336	-0.28712358168031527	-0.9696959585545366	3.1119492571	2.981692551	no GI
3374	A375	2CP	NBEAL1_NBEAL2_2	-1.4814605050723997	-0.9696959585545366	-0.28712358168031527	2.981692551	3.1119492571	no GI
3375	A375	2CP	KDM5B_KDM5C_1	-1.7420747629931772	-1.0933221543722724	0.10897525199743807	5.1276769432	5.4702996145	no GI
3376	A375	2CP	KDM5B_KDM5C_2	-0.621609318693372	0.10897525199743807	-1.0933221543722724	5.4702996145	5.1276769432	no GI
3377	A375	2CP	ZNF397_ZSCAN30_1	0.0428294041365227	0.007125145316115633	0.17640586585244766	2.9334452519	2.067087901	no GI
3378	A375	2CP	ZNF397_ZSCAN30_2	-0.14915016187407426	0.17640586585244766	0.007125145316115633	2.067087901	2.9334452519	no GI
3379	A375	2CP	SNTA1_SNTB2_1	0.5640165279691254	0.746757190251661	0.6305251767548465	2.3795416283	4.474125699	no GI
3380	A375	2CP	SNTA1_SNTB2_2	0.730269520893033	0.6305251767548465	0.746757190251661	4.474125699	2.3795416283	no GI
3381	A375	2CP	ANXA2_ANXA3_1	0.38214038545585716	-0.3405760745534234	0.22684227768557896	9.7450934764	0.1033671708	no GI
3382	A375	2CP	ANXA2_ANXA3_2	-0.2824030658816361	0.22684227768557896	-0.3405760745534234	0.1033671708	9.7450934764	no GI
3383	A375	2CP	ZNF528_ZNF841_1	-1.282559120148473	-0.678958791640994	-1.4672709563038224	2.8539388813	2.1082701677	no GI
3384	A375	2CP	ZNF528_ZNF841_2	0.13957290050428117	-1.4672709563038224	-0.678958791640994	2.1082701677	2.8539388813	no GI
3385	A375	2CP	LCAT_PLA2G15_1	0.46048072983772004	-1.0747923448780292	0.46504888537240485	2.3150803788	3.49233365	no GI
3386	A375	2CP	LCAT_PLA2G15_2	-0.7246959204999159	0.46504888537240485	-1.0747923448780292	3.49233365	2.3150803788	no GI
3387	A375	2CP	LRRC8B_LRRC8D_1	-1.1776171851479225	-0.9629388899782036	-0.6163838285587964	0.8392262267	4.8950117017	no GI
3388	A375	2CP	LRRC8B_LRRC8D_2	-1.5523965945943257	-0.6163838285587964	-0.9629388899782036	4.8950117017	0.8392262267	no GI
3389	A375	2CP	ZNF160_ZNF84_1	-2.8407590795184046	-0.3746709310544454	-0.6641494862868549	3.0766244466	3.9678800143	no GI
3390	A375	2CP	ZNF160_ZNF84_2	-0.16664559183813843	-0.6641494862868549	-0.3746709310544454	3.9678800143	3.0766244466	no GI
3391	A375	2CP	KRT7_KRT81_1	-0.47547282229516385	0.3946437871792272	-0.9756196128099985	2.7662871377	3.3826104391	no GI
3392	A375	2CP	KRT7_KRT81_2	-1.243737513595359	-0.9756196128099985	0.3946437871792272	3.3826104391	2.7662871377	no GI
3393	A375	2CP	SIPA1L1_SIPA1L3_1	1.0502828380680453	0.49055702729777906	1.1703518791610823	2.9557077512	2.7906878935	no GI
3394	A375	2CP	SIPA1L1_SIPA1L3_2	-0.22366443434437144	1.1703518791610823	0.49055702729777906	2.7906878935	2.9557077512	no GI
3395	A375	2CP	TNFRSF10B_TNFRSF10D_1	0.3216678261399548	0.5307397353116241	0.13813773460722945	5.7543411392	-0.0626942709	no GI
3396	A375	2CP	TNFRSF10B_TNFRSF10D_2	0.3274690643167144	0.13813773460722945	0.5307397353116241	-0.0626942709	5.7543411392	no GI
3397	A375	2CP	EDIL3_MFGE8_1	-0.3908660373886468	-0.05978959549989771	-0.17882153280235658	1.2098561916	5.1479164542	no GI
3398	A375	2CP	EDIL3_MFGE8_2	1.1111576129270464	-0.17882153280235658	-0.05978959549989771	5.1479164542	1.2098561916	no GI
3399	A375	2CP	RUFY1_RUFY3_1	-1.2989068603774219	-0.7873513520431403	0.8422600682329955	4.4898696006	2.4090716723	no GI
3400	A375	2CP	RUFY1_RUFY3_2	0.17255471957347535	0.8422600682329955	-0.7873513520431403	2.4090716723	4.4898696006	no GI
3401	A375	2CP	ZNF304_ZNF548_1	0.08449996768588575	0.5120816117590137	-0.16237768310615808	2.3604071211	2.8387431254	no GI
3402	A375	2CP	ZNF304_ZNF548_2	0.6720000476784596	-0.16237768310615808	0.5120816117590137	2.8387431254	2.3604071211	no GI
3403	A375	2CP	SEMA3A_SEMA3F_1	0.03546212544331828	-0.005426686742300957	-0.35722537684121103	4.0629934765	1.3048681241	no GI
3404	A375	2CP	SEMA3A_SEMA3F_2	0.7594717217448808	-0.35722537684121103	-0.005426686742300957	1.3048681241	4.0629934765	no GI
3405	A375	2CP	ARMC10_ARMCX3_1	0.9005303265618982	-0.5870359772083649	0.6129360876220653	4.6990551511	3.3455135581	no GI
3406	A375	2CP	ARMC10_ARMCX3_2	0.11971428658667671	0.6129360876220653	-0.5870359772083649	3.3455135581	4.6990551511	no GI
3407	A375	2CP	SPRY1_SPRY2_1	0.3641406963594287	0.9224308360099649	0.04259811867611085	2.1470448389	6.9066108095	no GI
3408	A375	2CP	SPRY1_SPRY2_2	0.17739630954293295	0.04259811867611085	0.9224308360099649	6.9066108095	2.1470448389	no GI
3409	A375	2CP	NEDD8_UBA52_1	-2.1670842635840484	-1.7112680654913972	-2.411668625264773	8.6967709352	11.2980516632	no GI
3410	A375	2CP	NEDD8_UBA52_2	-4.443561827376692	-2.411668625264773	-1.7112680654913972	11.2980516632	8.6967709352	no GI
3411	A375	2CP	SOCS4_SOCS5_1	-0.39143436318875624	-0.27962560718626417	-0.13966867885999035	3.2065682942	3.8591981592	no GI
3412	A375	2CP	SOCS4_SOCS5_2	-0.7805419222736778	-0.13966867885999035	-0.27962560718626417	3.8591981592	3.2065682942	no GI
3413	A375	2CP	GGA1_GGA2_1	-0.2733073026268986	0.7015663404671166	-0.1392873054183439	4.898313239	4.3940011757	no GI
3414	A375	2CP	GGA1_GGA2_2	-0.9624106761384086	-0.1392873054183439	0.7015663404671166	4.3940011757	4.898313239	no GI
3415	A375	2CP	ZNF736_ZNF738_1	-1.1618882229347012	0.22701490089657583	-0.05609757393871351	2.5466639529	4.9113617737	no GI
3416	A375	2CP	ZNF736_ZNF738_2	0.5669865430504095	-0.05609757393871351	0.22701490089657583	4.9113617737	2.5466639529	no GI
3417	A375	2CP	TBC1D10A_TBC1D10B_1	-3.5449952750797014	-0.327523582555701	-2.430879971268971	2.9077259823	4.5303821409	no GI
3418	A375	2CP	TBC1D10A_TBC1D10B_2	-1.1058749815684212	-2.430879971268971	-0.327523582555701	4.5303821409	2.9077259823	no GI
3419	A375	2CP	ZNF134_ZNF304_1	0.6535286910803002	0.08851759405456061	0.5120816117590137	3.808143565	2.3604071211	no GI
3420	A375	2CP	ZNF134_ZNF304_2	0.05858496920011147	0.5120816117590137	0.08851759405456061	2.3604071211	3.808143565	no GI
3421	A375	2CP	PPP6R2_PPP6R3_1	-2.041388361806081	0.30009065999198326	-1.5946942114536748	3.7660234006	5.4054422074	no GI
3422	A375	2CP	PPP6R2_PPP6R3_2	-1.4870578839363233	-1.5946942114536748	0.30009065999198326	5.4054422074	3.7660234006	no GI
3423	A375	2CP	ZSCAN16_ZSCAN9_1	0.7484019448061581	1.3077838843655993	0.5362561895771505	2.0628996992	2.863574649	no GI
3424	A375	2CP	ZSCAN16_ZSCAN9_2	0.7680515290983232	0.5362561895771505	1.3077838843655993	2.863574649	2.0628996992	no GI
3425	A375	2CP	PPFIBP1_PPFIBP2_1	-0.24707818818779081	-1.0630669563361208	-0.21619724628508763	6.4380868378	0.8016438316	no GI
3426	A375	2CP	PPFIBP1_PPFIBP2_2	-1.401172150458458	-0.21619724628508763	-1.0630669563361208	0.8016438316	6.4380868378	no GI
3427	A375	2CP	DCK_DGUOK_1	-0.9224725953885367	0.025048697533197606	-1.5385914263026188	4.1258852335	7.1030562371	no GI
3428	A375	2CP	DCK_DGUOK_2	0.8109391162235768	-1.5385914263026188	0.025048697533197606	7.1030562371	4.1258852335	no GI
3429	A375	2CP	S100A4_S100A6_1	0.8576731875454859	-0.280635294144854	0.48747568789407647	9.337815946	13.2961164891	no GI
3430	A375	2CP	S100A4_S100A6_2	0.3568295910087538	0.48747568789407647	-0.280635294144854	13.2961164891	9.337815946	no GI
3431	A375	2CP	CELSR1_CELSR3_1	0.2637660664832788	1.0201787823200326	-0.9348461620082971	2.9188352911	2.6584221718	no GI
3432	A375	2CP	CELSR1_CELSR3_2	-1.087264437973185	-0.9348461620082971	1.0201787823200326	2.6584221718	2.9188352911	no GI
3433	A375	2CP	ZSCAN30_ZSCAN31_1	-0.42557895904644694	0.17640586585244766	0.4717498611074422	2.067087901	0.6834140961	no GI
3434	A375	2CP	ZSCAN30_ZSCAN31_2	1.1534136847924619	0.4717498611074422	0.17640586585244766	0.6834140961	2.067087901	no GI
3435	A375	2CP	FKBP14_FKBP7_1	-0.6911393359876965	-0.648431793224391	0.04040828591382328	3.2505513784	2.4101379769	no GI
3436	A375	2CP	FKBP14_FKBP7_2	-0.7260368181444807	0.04040828591382328	-0.648431793224391	2.4101379769	3.2505513784	no GI
3437	A375	2CP	HMG20A_HMG20B_1	-0.7957232961157938	-0.47755793601795693	0.3356740958880753	4.5768598308	6.2102522079	no GI
3438	A375	2CP	HMG20A_HMG20B_2	0.1258453229136305	0.3356740958880753	-0.47755793601795693	6.2102522079	4.5768598308	no GI
3439	A375	2CP	KIF3A_KIF3B_1	-0.7689532928622569	-0.8513198522177856	-0.18234627011009774	3.5204833989	4.441095731	no GI
3440	A375	2CP	KIF3A_KIF3B_2	-0.22743292212077204	-0.18234627011009774	-0.8513198522177856	4.441095731	3.5204833989	no GI
3441	A375	2CP	ICAM1_ICAM3_1	-2.040494144234398	-1.2213687225628396	0.551706245588671	4.5377830377	3.0736760731	no GI
3442	A375	2CP	ICAM1_ICAM3_2	-1.2638250323540503	0.551706245588671	-1.2213687225628396	3.0736760731	4.5377830377	no GI
3443	A375	2CP	FGFR1OP2_SIKE1_1	0.16249191151560893	-2.3042705039555074	0.0784200870303613	5.0973460909	5.1714312331	no GI
3444	A375	2CP	ITGA6_ITGA7_1	-1.0004797461559636	-0.26956961964552173	-0.736640908014377	6.4874385001	2.4706429437	no GI
3445	A375	2CP	ITGA6_ITGA7_2	0.06394040067301088	-0.736640908014377	-0.26956961964552173	2.4706429437	6.4874385001	no GI
3446	A375	2CP	SLC38A1_SLC38A5_1	-0.533483480092376	-0.38344094164831244	0.3812214250422423	5.199511634	0.2922822831	no GI
3447	A375	2CP	SLC38A1_SLC38A5_2	0.9060882722199097	0.3812214250422423	-0.38344094164831244	0.2922822831	5.199511634	no GI
3448	A375	2CP	TRAK1_TRAK2_1	-1.0380861967935022	-0.36849908801259756	-0.9423270046125529	3.4782586908	2.6632101915	no GI
3449	A375	2CP	TRAK1_TRAK2_2	-0.4396183793886146	-0.9423270046125529	-0.36849908801259756	2.6632101915	3.4782586908	no GI
3450	A375	2CP	ZNF304_ZNF551_1	-1.449684518483176	0.5120816117590137	0.645300470158771	2.3604071211	3.029804219	no GI
3451	A375	2CP	ZNF304_ZNF551_2	0.6162332215598698	0.645300470158771	0.5120816117590137	3.029804219	2.3604071211	no GI
3452	A375	2CP	OSGIN1_OSGIN2_1	0.620759752291332	0.8515090417399112	0.725911060089951	2.2223757138	3.2864053504	no GI
3453	A375	2CP	OSGIN1_OSGIN2_2	0.6571708289998495	0.725911060089951	0.8515090417399112	3.2864053504	2.2223757138	no GI
3454	A375	2CP	SMAD6_SMAD7_1	-0.6112865740540525	-1.2300320152492774	0.051166382731126614	2.8240878395	2.8644924763	no GI
3455	A375	2CP	SMAD6_SMAD7_2	0.22428885721264802	0.051166382731126614	-1.2300320152492774	2.8644924763	2.8240878395	no GI
3456	A375	2CP	ZNF841_ZNF880_1	-0.4311399806394869	-1.4672709563038224	0.9609880251677325	2.1082701677	3.8314637163	no GI
3457	A375	2CP	ZNF841_ZNF880_2	0.4264638015450979	0.9609880251677325	-1.4672709563038224	3.8314637163	2.1082701677	no GI
3458	A375	2CP	ARVCF_CTNND1_1	0.07040113498783507	0.36626574004549295	-1.611761142949277	0.6755253336	5.8200724174	no GI
3459	A375	2CP	ARVCF_CTNND1_2	-0.7103455045223819	-1.611761142949277	0.36626574004549295	5.8200724174	0.6755253336	no GI
3460	A375	2CP	LEF1_TCF7_1	-0.7057518541438421	0.6824075085364951	-1.2336727954864641	5.349852111	1.459674435	no GI
3461	A375	2CP	LEF1_TCF7_2	-1.0320158352959576	-1.2336727954864641	0.6824075085364951	1.459674435	5.349852111	no GI
3462	A375	2CP	RBM26_RBM27_1	-4.217400093276109	-0.5589938784125636	-4.332662432451661	5.0272422305	3.6418244059	no GI
3463	A375	2CP	RBM26_RBM27_2	-3.9791040474882857	-4.332662432451661	-0.5589938784125636	3.6418244059	5.0272422305	no GI
3464	A375	2CP	EVL_VASP_1	0.35190650425261527	0.15531318734872546	0.3311834915953662	3.1808251499	5.760133293	no GI
3465	A375	2CP	EVL_VASP_2	0.45434944882215156	0.3311834915953662	0.15531318734872546	5.760133293	3.1808251499	no GI
