Unnamed: 0	cell_line	condition	Gene_combination	combinatorial_avg_lfc	single_gene1_avg_lfc	single_gene2_avg_lfc	expression_gene1_batch_correct	expression_gene2_batch_correct	Class_label_sum	dep_Correlation	Euclidean_distance_dep	Gene1_dep_score	Gene2_dap_score	expre_Correlation	Euclidean_distance_expresstion	Gene1_expression	Gene2_expression	Euclidean_distance_dm	Gene1_damage_mutation	Gene2_damage_mutation
17	A375	2CP	ABHD14A_ABHD14B	0.1834895347363145	1.1388248532495029	-0.3698809655098336	3.747128591	6.3000803069	no GI	0.12225071715530404	0.10990201351580191	0.0093118829228829	-0.100590130592919	0.4337055583480595	2.552951715919172	3.747128590993345	6.300080306912517			
18	A375	2CP	ABHD16A_ABHD16B	0.9922581106014344	-0.7429557599680243	1.809260982261436	3.8634470791	0.0620622943	no GI	0.065067560958576	0.0303083642092978	-0.0723403533352668	-0.042031989125969	-0.01230257260368382	3.801384784788189	3.863447079075877	0.0620622942876877	0.0	0.0	0.0
19	A375	2CP	ABHD17A_ABHD17B	0.3233017116136891	0.4316400860422054	0.5607939491418681	3.6641208141	4.0263030567	no GI	-0.06655686745199076	0.5208733051040015	-0.4866691687187726	0.034204136385229	0.1461830405292791	0.3621822426000838	3.6641208141038817	4.0263030567039655			
20	A375	2CP	ABHD17A_ABHD17C	0.208037418532631	0.4316400860422054	-3.755937054388167	3.6641208141	5.847069047	GI	0.046196041591621245	0.5211010696976723	-0.4866691687187726	0.0344319009788997	-0.14362058508050704	2.1829482329005803	3.6641208141038817	5.847069047004462			
21	A375	2CP	ABHD17B_ABHD17C	-0.6912529165005767	0.5607939491418681	-3.755937054388167	4.0263030567	5.847069047	GI	-0.00322092333582221	0.00022776459367070123	0.034204136385229	0.0344319009788997	0.00602112666675057	1.8207659903004965	4.0263030567039655	5.847069047004462	0.0	0.0	0.0
22	A375	2CP	ABHD4_ABHD5	-0.2774726323496543	0.5211264277500014	-0.6930820141572267	2.7059249523	3.8490614194	no GI	0.10333895525101959	0.2635751828506502	0.1794039924306587	-0.0841711904199915	0.31842189751413535	1.1431364671133872	2.705924952291289	3.849061419404676	0.0	0.0	0.0
23	A375	2CP	ABI1_ABI2	-2.0422104640471987	-0.6207108961682843	-0.5564818187153537	3.688640277	4.6267149977	no GI	0.00582018038923634	0.1511976164044586	-0.0536758814951617	0.0975217349092969	-0.00982896326019287	0.9380747206754179	3.688640277009856	4.626714997685274	0.0	0.0	0.0
24	A375	2CP	ABL1_ABL2	-0.0581673178691328	0.4549058894492421	-1.3875497461665864	4.7192896809	4.255015326	no GI	0.1198615289213679	0.1423714505221438	-0.0309882229312726	0.1113832275908712	0.44263611304012873	0.4642743548557826	4.719289680898572	4.255015326042789	0.0	0.0	0.0
25	A375	2CP	ABLIM1_ABLIM3	-0.517566076270694	-0.2876932344946579	-0.9558530362664108	2.3791506982	2.6618508755	no GI	-0.0814761448066484	0.11951305861269469	0.1297349159144351	0.0102218573017404	0.0226551300979186	0.28270017728683294	2.379150698194016	2.661850875480849	0.0	0.0	0.0
26	A375	2CP	ABLIM1_DMTN	0.086410435820043	-0.2876932344946579	-0.2114356729593385	2.3791506982	0.4115597024	no GI	0.053638047056447875	0.07688976023658069	0.1297349159144351	0.0528451556778544	0.33524061534790106	1.9675909957974385	2.379150698194016	0.4115597023965776	0.0	0.0	0.0
27	A375	2CP	ABR_BCR	-0.4481550736886603	-0.3871235875504766	0.1285334873512078	5.8931689916	2.6775413694	no GI	-0.033031163744339294	0.0982856657183825	-0.0301982980069312	0.0680873677114513	0.022506592790252807	3.2156276222083022	5.893168991569519	2.677541369361217	0.0	0.0	0.0
28	A375	2CP	ACAA1_ACAA2	0.3110377398550916	0.2004376438932276	-1.9508394903688204	4.6952584585	5.0087013241	GI	0.021215496520960466	0.014527412233705697	0.084212836330273	0.0987402485639787	0.04472417807076026	0.31344286561515844	5.008701324113732	4.695258458498573	0.0	0.0	0.0
29	A375	2CP	ACAA1_ACAT1	-2.009917687741524	-1.9508394903688204	-0.3296074869564211	5.0087013241	6.1165838543	no GI	0.07042449099392586	0.0123914883350425	0.084212836330273	0.0718213479952305	0.029752873792167917	1.107882530153259	5.008701324113732	6.116583854266991	0.0	0.0	0.0
30	A375	2CP	ACAA1_ACAT2	-0.7119733941959925	-1.9508394903688204	0.905539391297711	5.0087013241	5.5318683514	no GI	-0.004251109911903594	0.005151151578929106	0.084212836330273	0.0790616847513439	0.10903250881871876	0.5231670272419136	5.008701324113732	5.531868351355645	0.0	0.0	0.0
31	A375	2CP	ACAA1_HADHB	-0.8899931779147748	-1.9508394903688204	-0.4878376572095653	5.0087013241	6.0461389171	no GI	0.04356811430940458	0.0837180182344638	0.084212836330273	0.0004948180958092	0.21537822474668314	1.0374375930218367	5.008701324113732	6.046138917135568	0.0	0.0	0.0
32	A375	2CP	ACAA2_ACAT1	-0.2934406922005914	0.2004376438932276	-0.3296074869564211	4.6952584585	6.1165838543	no GI	-0.06492483506266337	0.026918900568748197	0.0987402485639787	0.0718213479952305	0.3358393358150218	1.4213253957684175	4.695258458498573	6.116583854266991	0.0	0.0	0.0
33	A375	2CP	ACAA2_ACAT2	0.2801027789311026	0.2004376438932276	0.905539391297711	4.6952584585	5.5318683514	no GI	-0.025968154472476933	0.019678563812634803	0.0987402485639787	0.0790616847513439	0.24301896798563927	0.836609892857072	4.695258458498573	5.531868351355645	0.0	0.0	0.0
