	cell_line	condition	Gene_combination	combinatorial_avg_lfc	single_gene1_avg_lfc	single_gene2_avg_lfc	expression_gene1_batch_correct	expression_gene2_batch_correct	Class_label
40	A375	2CP	ACAD9_ACADVL	-2.72338198703786	-1.9662297458897464	-1.1055825129613452	4.4377961354	8.3555201054	no GI
41	A375	2CP	ACADM_ACADS	-0.10344230350935546	-0.6117778575073862	-0.40424025715886414	5.3620036629	2.5018541973	no GI
42	A375	2CP	ACADM_ACADSB	0.20385401710400886	-0.6117778575073862	0.7117875388563817	5.3620036629	2.8409856008	no GI
43	A375	2CP	ACADM_IVD	-0.41159242787198447	-0.6117778575073862	-1.2886439386816273	5.3620036629	4.7032834348	GI
44	A375	2CP	ACADSB_IVD	-0.2740535495497771	0.7117875388563817	-1.2886439386816273	2.8409856008	4.7032834348	no GI
45	A375	2CP	ACADS_ACADSB	0.07058083483157684	-0.40424025715886414	0.7117875388563817	2.5018541973	2.8409856008	no GI
46	A375	2CP	ACADS_GCDH	-1.1276317101634694	-0.40424025715886414	-1.738484700296586	2.5018541973	4.3162762438	no GI
47	A375	2CP	ACADS_IVD	-1.143880436891529	-0.40424025715886414	-1.2886439386816273	2.5018541973	4.7032834348	no GI
48	A375	2CP	ACAP1_ACAP2	-0.7352707724494865	-0.7013847405322515	0.5970914916205943	1.7111752466	3.0302130188	no GI
49	A375	2CP	ACAP1_ACAP3	-1.3781257190101233	-0.7013847405322515	-0.42852560508937754	1.7111752466	3.8525591962	no GI
50	A375	2CP	ACAP2_ACAP3	-0.2384597351056008	0.5970914916205943	-0.42852560508937754	3.0302130188	3.8525591962	no GI
51	A375	2CP	ACAT1_ACAT2	-0.4370056133400928	-0.32960748695642117	0.905539391297711	6.1165838543	5.5318683514	no GI
52	A375	2CP	ACAT2_HADHB	-1.0505187693652096	0.905539391297711	-0.4878376572095653	5.5318683514	6.0461389171	no GI
53	A375	2CP	ACBD3_TMED8	-1.5071961284541633	-1.239464656080491	0.10969070214449395	5.2672767922	3.0140554003	no GI
54	A375	2CP	ACO1_IREB2	-4.08622100915796	-0.2396073713253064	-3.907744933086911	3.4074750177	4.9540948497	no GI
